transaction_id,purchase_order_id,invoice_id,vendor_id,approver_employee_id,transaction_date,transaction_amount_inr,currency,payment_method,payment_reference,payment_status,payment_bank,department,branch,created_at,updated_at
TXN-001598,PO-2023-000743,INV-2023-001199,VEN-100352,EMP-20101,2023-05-30,508600.08,INR,RTGS,PAYREF000100139,Completed,Standard Chartered,IT,Gurugram,2023-05-30T16:36:47,2023-05-30T20:36:47
TXN-001599,PO-2023-000043,INV-2023-000078,VEN-100443,EMP-20054,2023-05-30,40005.41,INR,NEFT,UTR000109913,Completed,SBI,Procurement,Gurugram,2023-05-30T09:53:54,2023-05-31T10:53:54
TXN-001600,PO-2023-001476,INV-2023-002004,VEN-100293,EMP-20116,2023-05-30,568918.04,INR,RTGS,TXNREF000107597,Completed,Kotak Mahindra Bank,IT,Hyderabad,2023-05-30T09:19:07,2023-05-31T01:19:07
TXN-001601,PO-2023-001476,INV-2023-002004,VEN-100293,EMP-20073,2023-05-31,631712.05,INR,RTGS,TXNREF000113865,Completed,Axis Bank,IT,Mumbai,2023-05-31T12:15:01,2023-06-02T00:15:01
TXN-001602,PO-2023-000996,INV-2023-001474,VEN-100339,EMP-20049,2023-05-31,245425.88,INR,Wire Transfer,PAYREF000109073,Completed,ICICI Bank,IT,Bengaluru,2023-05-31T10:51:29,2023-06-01T13:51:29
TXN-001603,PO-2023-001332,INV-2023-001838,VEN-100668,EMP-20131,2023-06-01,116759.26,INR,NEFT,UTR000112262,Completed,SBI,Legal,Delhi,2023-06-01T11:51:08,2023-06-01T20:51:08
TXN-001604,PO-2023-001332,INV-2023-001838,VEN-100668,EMP-20116,2023-06-01,89289.98,INR,IMPS,TXNREF000109965,Completed,ICICI Bank,Legal,Chennai,2023-06-01T15:08:55,2023-06-02T21:08:55
TXN-001605,PO-2023-001667,INV-2023-002214,VEN-100427,EMP-20005,2023-06-02,524695.38,INR,RTGS,PAYREF000113407,Completed,SBI,Admin,Chennai,2023-06-02T18:17:46,2023-06-04T14:17:46
TXN-001606,PO-2023-000582,INV-2023-001009,VEN-100545,EMP-20141,2023-06-02,1204864.30,INR,RTGS,UTR000100026,Completed,ICICI Bank,Operations,Delhi,2023-06-02T09:11:06,2023-06-03T04:11:06
TXN-001607,PO-2023-000888,INV-2023-001364,VEN-100639,EMP-20063,2023-06-03,87074.94,INR,NEFT,TXNREF000109925,Completed,Kotak Mahindra Bank,Procurement,Delhi,2023-06-03T12:06:07,2023-06-05T02:06:07
TXN-001608,PO-2023-000043,INV-2023-000078,VEN-100443,EMP-20087,2023-06-04,25525.97,INR,NEFT,UTR000103005,Completed,ICICI Bank,Procurement,Gurugram,2023-06-04T10:11:58,2023-06-05T09:11:58
TXN-001609,PO-2023-001303,INV-2023-001804,VEN-100606,EMP-20091,2023-06-04,787848.32,INR,RTGS,UTR000114139,Reversed,Kotak Mahindra Bank,Procurement,Hyderabad,2023-06-04T12:27:39,2023-06-04T14:27:39
TXN-001610,PO-2023-000154,INV-2023-000300,VEN-100543,EMP-20081,2023-06-05,440932.17,INR,RTGS,TXNREF000105178,Completed,HDFC Bank,Procurement,Mumbai,2023-06-05T09:33:13,2023-06-07T02:33:13
TXN-001611,PO-2023-000834,INV-2023-001303,VEN-100500,EMP-20090,2023-06-10,489879.01,INR,Wire Transfer,UTR000106324,Completed,Kotak Mahindra Bank,Legal,Bengaluru,2023-06-10T10:41:42,2023-06-11T18:41:42
TXN-001612,PO-2023-001667,INV-2023-002214,VEN-100427,EMP-20105,2023-06-10,403113.97,INR,RTGS,TXNREF000107844,Completed,ICICI Bank,Admin,Delhi,2023-06-10T11:00:53,2023-06-10T14:00:53
TXN-001613,PO-2023-001769,INV-2023-002328,VEN-100400,EMP-20028,2023-06-10,323444.49,INR,RTGS,PAYREF000100557,Completed,Kotak Mahindra Bank,Operations,Hyderabad,2023-06-10T10:31:38,2023-06-12T02:31:38
TXN-001614,PO-2023-001835,INV-2023-002411,VEN-100354,EMP-20053,2023-06-10,63477.64,INR,NEFT,UTR000110982,Completed,HDFC Bank,Legal,Pune,2023-06-10T09:10:39,2023-06-11T19:10:39
TXN-001615,PO-2023-000422,INV-2023-000828,VEN-100393,EMP-20125,2023-06-10,422795.11,INR,IMPS,PAYREF000100756,Completed,HSBC,Operations,Chennai,2023-06-10T11:59:01,2023-06-11T18:59:01
TXN-001616,PO-2023-000996,INV-2023-001474,VEN-100339,EMP-20119,2023-06-11,493124.45,INR,Wire Transfer,TXNREF000101631,Completed,Axis Bank,IT,Delhi,2023-06-11T15:47:15,2023-06-12T07:47:15
TXN-001617,PO-2023-000269,INV-2023-000539,VEN-100240,EMP-20118,2023-06-12,126988.60,INR,IMPS,TXNREF000106800,Pending,Standard Chartered,Procurement,Pune,2023-06-12T13:55:20,2023-06-12T13:55:20
TXN-001618,PO-2023-001476,INV-2023-002005,VEN-100293,EMP-20047,2023-06-13,1061365.36,INR,IMPS,TXNREF000101955,Completed,HSBC,IT,Hyderabad,2023-06-13T17:45:16,2023-06-15T05:45:16
TXN-001619,PO-2023-001667,INV-2023-002214,VEN-100427,EMP-20053,2023-06-14,1098996.74,INR,NEFT,PAYREF000100965,Completed,HDFC Bank,Admin,Mumbai,2023-06-14T13:44:54,2023-06-15T00:44:54
TXN-001620,PO-2023-001332,INV-2023-001838,VEN-100668,EMP-20027,2023-06-14,144815.81,INR,NEFT,TXNREF000110962,Completed,Standard Chartered,Legal,Mumbai,2023-06-14T15:00:05,2023-06-16T03:00:05
TXN-001621,PO-2023-000689,INV-2023-001146,VEN-100690,EMP-20043,2023-06-14,33521.50,INR,NEFT,TXNREF000115247,Completed,HSBC,Procurement,Delhi,2023-06-14T12:49:00,2023-06-16T08:49:00
TXN-001622,PO-2023-001371,INV-2023-001876,VEN-100626,EMP-20105,2023-06-15,171177.97,INR,Wire Transfer,PAYREF000112723,Completed,Kotak Mahindra Bank,Operations,Chennai,2023-06-15T10:31:45,2023-06-16T05:31:45
TXN-001623,PO-2023-001425,INV-2023-001948,VEN-100383,EMP-20027,2023-06-15,86279.00,INR,IMPS,UTR000111442,Completed,SBI,Procurement,Chennai,2023-06-15T14:02:56,2023-06-16T13:02:56
TXN-001624,PO-2023-001952,INV-2023-002543,VEN-100629,EMP-20013,2023-06-15,824969.07,INR,IMPS,TXNREF000100052,Completed,Standard Chartered,IT,Noida,2023-06-15T10:15:10,2023-06-16T18:15:10
TXN-001625,PO-2023-001686,INV-2023-002237,VEN-100353,EMP-20047,2023-06-16,350402.43,INR,RTGS,PAYREF000105393,Completed,ICICI Bank,IT,Chennai,2023-06-16T18:27:11,2023-06-17T17:27:11
TXN-001626,PO-2023-001669,INV-2023-002217,VEN-100511,EMP-20080,2023-06-17,162845.79,INR,NEFT,PAYREF000112085,Completed,Kotak Mahindra Bank,Operations,Chennai,2023-06-17T11:45:36,2023-06-18T20:45:36
TXN-001627,PO-2023-000183,INV-2023-000358,VEN-100615,EMP-20114,2023-06-17,191465.40,INR,NEFT,UTR000103915,Completed,SBI,Procurement,Hyderabad,2023-06-17T18:27:39,2023-06-18T02:27:39
TXN-001628,PO-2023-001273,INV-2023-001769,VEN-100586,EMP-20041,2023-06-17,274222.17,INR,IMPS,UTR000103489,Completed,HSBC,Legal,Mumbai,2023-06-17T11:34:39,2023-06-18T15:34:39
TXN-001629,PO-2023-000183,INV-2023-000358,VEN-100615,EMP-20147,2023-06-18,83829.65,INR,RTGS,PAYREF000108515,Completed,Standard Chartered,Procurement,Gurugram,2023-06-18T16:48:34,2023-06-20T14:48:34
TXN-001630,PO-2023-001303,INV-2023-001804,VEN-100606,EMP-20109,2023-06-18,798573.75,INR,NEFT,TXNREF000105792,Completed,Kotak Mahindra Bank,Procurement,Hyderabad,2023-06-18T13:00:03,2023-06-18T19:00:03
TXN-001631,PO-2023-001371,INV-2023-001876,VEN-100626,EMP-20024,2023-06-18,253989.68,INR,NEFT,TXNREF000115018,Completed,HSBC,Operations,Mumbai,2023-06-18T14:12:23,2023-06-20T10:12:23
TXN-001632,PO-2023-000109,INV-2023-000208,VEN-100531,EMP-20046,2023-06-19,27697.33,INR,IMPS,TXNREF000107851,Completed,HSBC,Procurement,Delhi,2023-06-19T13:26:46,2023-06-19T18:26:46
TXN-001633,PO-2023-000927,INV-2023-001403,VEN-100283,EMP-20014,2023-06-19,98496.65,INR,NEFT,TXNREF000108605,Completed,Standard Chartered,Procurement,Mumbai,2023-06-19T10:58:36,2023-06-20T00:58:36
TXN-001634,PO-2023-000927,INV-2023-001403,VEN-100283,EMP-20013,2023-06-19,79149.68,INR,IMPS,TXNREF000102417,Completed,Kotak Mahindra Bank,Procurement,Delhi,2023-06-19T16:36:50,2023-06-20T15:36:50
TXN-001635,PO-2023-001952,INV-2023-002543,VEN-100629,EMP-20040,2023-06-19,322130.03,INR,RTGS,TXNREF000109800,Completed,Standard Chartered,IT,Pune,2023-06-19T13:39:27,2023-06-20T19:39:27
TXN-001636,PO-2023-001332,INV-2023-001838,VEN-100668,EMP-20109,2023-06-20,217689.81,INR,NEFT,TXNREF000105413,Failed,HDFC Bank,Legal,Bengaluru,2023-06-20T15:06:19,2023-06-20T15:06:19
TXN-001637,PO-2023-001669,INV-2023-002216,VEN-100511,EMP-20069,2023-06-22,231905.48,INR,IMPS,TXNREF000100115,Completed,Kotak Mahindra Bank,Operations,Hyderabad,2023-06-22T11:08:16,2023-06-23T11:08:16
TXN-001638,PO-2023-001835,INV-2023-002411,VEN-100354,EMP-20031,2023-06-23,126701.79,INR,RTGS,PAYREF000104632,Completed,ICICI Bank,Legal,Pune,2023-06-23T16:50:48,2023-06-25T02:50:48
TXN-001639,PO-2023-000099,INV-2023-000189,VEN-100527,EMP-20116,2023-06-23,681674.32,INR,NEFT,PAYREF000109111,Completed,HSBC,Operations,Delhi,2023-06-23T15:12:53,2023-06-23T22:12:53
TXN-001640,PO-2023-001487,INV-2023-002019,VEN-100588,EMP-20114,2023-06-24,202251.12,INR,RTGS,PAYREF000111707,Completed,HDFC Bank,Operations,Delhi,2023-06-24T10:05:14,2023-06-26T02:05:14
TXN-001641,PO-2023-001487,INV-2023-002019,VEN-100588,EMP-20027,2023-06-24,121255.15,INR,RTGS,UTR000107003,Completed,ICICI Bank,Operations,Bengaluru,2023-06-24T12:46:19,2023-06-25T20:46:19
TXN-001642,PO-2023-000183,INV-2023-000358,VEN-100615,EMP-20125,2023-06-26,72339.11,INR,RTGS,TXNREF000112764,Completed,ICICI Bank,Procurement,Bengaluru,2023-06-26T09:30:39,2023-06-26T23:30:39
TXN-001643,PO-2023-001686,INV-2023-002237,VEN-100353,EMP-20026,2023-06-26,222743.54,INR,NEFT,TXNREF000102461,Completed,SBI,IT,Chennai,2023-06-26T18:30:44,2023-06-27T16:30:44
TXN-001644,PO-2023-000743,INV-2023-001199,VEN-100352,EMP-20091,2023-06-26,220592.52,INR,RTGS,TXNREF000106769,Completed,ICICI Bank,IT,Noida,2023-06-26T10:06:24,2023-06-27T05:06:24
TXN-001645,PO-2023-001952,INV-2023-002543,VEN-100629,EMP-20088,2023-06-26,548253.33,INR,RTGS,UTR000113840,Completed,SBI,IT,Delhi,2023-06-26T18:10:20,2023-06-28T05:10:20
TXN-001646,PO-2023-000269,INV-2023-000539,VEN-100240,EMP-20102,2023-06-27,173236.40,INR,NEFT,PAYREF000112079,Completed,Axis Bank,Procurement,Chennai,2023-06-27T12:20:05,2023-06-29T05:20:05
TXN-001647,PO-2023-001487,INV-2023-002019,VEN-100588,EMP-20058,2023-06-27,353690.53,INR,IMPS,TXNREF000100050,Completed,Axis Bank,Operations,Delhi,2023-06-27T18:07:25,2023-06-28T10:07:25
TXN-001648,PO-2023-000996,INV-2023-001474,VEN-100339,EMP-20086,2023-06-29,207932.96,INR,NEFT,UTR000110507,Pending,HSBC,IT,Bengaluru,2023-06-29T13:31:25,2023-06-29T13:31:25
TXN-001649,PO-2023-000109,INV-2023-000208,VEN-100531,EMP-20037,2023-06-29,47538.02,INR,RTGS,UTR000103775,Completed,HDFC Bank,Procurement,Noida,2023-06-29T15:03:12,2023-06-30T05:03:12
TXN-001650,PO-2023-000422,INV-2023-000828,VEN-100393,EMP-20118,2023-07-01,183246.76,INR,RTGS,PAYREF000107326,Completed,HSBC,Operations,Mumbai,2023-07-01T14:44:27,2023-07-03T12:44:27
TXN-001651,PO-2023-001303,INV-2023-001804,VEN-100606,EMP-20086,2023-07-01,1249631.62,INR,RTGS,TXNREF000101137,Completed,ICICI Bank,Procurement,Mumbai,2023-07-01T18:54:53,2023-07-03T16:54:53
TXN-001652,PO-2023-000183,INV-2023-000358,VEN-100615,EMP-20091,2023-07-02,123188.79,INR,IMPS,PAYREF000109387,Completed,ICICI Bank,Procurement,Bengaluru,2023-07-02T14:25:21,2023-07-04T05:25:21
TXN-001653,PO-2023-000016,INV-2023-000032,VEN-100321,EMP-20029,2023-07-02,69730.93,INR,Wire Transfer,PAYREF000107106,Completed,Axis Bank,IT,Chennai,2023-07-02T09:09:06,2023-07-03T09:09:06
TXN-001654,PO-2023-000534,INV-2023-000949,VEN-100376,EMP-20104,2023-07-03,159985.89,USD,Wire Transfer,TXNREF000114766,Completed,Axis Bank,Operations,Noida,2023-07-03T17:50:32,2023-07-04T01:50:32
TXN-001655,PO-2023-001835,INV-2023-002411,VEN-100354,EMP-20040,2023-07-03,81695.73,INR,Wire Transfer,UTR000109233,Completed,Standard Chartered,Legal,Delhi,2023-07-03T09:15:36,2023-07-04T13:15:36
TXN-001656,PO-2023-001835,INV-2023-002411,VEN-100354,EMP-20053,2023-07-04,64113.64,INR,NEFT,PAYREF000106953,Completed,Axis Bank,Legal,Chennai,2023-07-04T16:05:59,2023-07-04T23:05:59
TXN-001657,PO-2023-001609,INV-2023-002151,VEN-100594,EMP-20039,2023-07-04,1695200.47,INR,RTGS,TXNREF000102467,Completed,HSBC,Admin,Pune,2023-07-04T18:44:12,2023-07-05T02:44:12
TXN-001658,PO-2023-000016,INV-2023-000032,VEN-100321,EMP-20100,2023-07-04,72087.58,INR,RTGS,UTR000107989,Completed,Standard Chartered,IT,Pune,2023-07-04T16:03:42,2023-07-06T04:03:42
TXN-001659,PO-2023-001929,INV-2023-002519,VEN-100550,EMP-20054,2023-07-05,423183.02,INR,NEFT,TXNREF000111471,Pending,Axis Bank,Legal,Delhi,2023-07-05T16:43:05,2023-07-05T16:43:05
TXN-001660,PO-2023-000099,INV-2023-000189,VEN-100527,EMP-20085,2023-07-06,1440966.52,INR,Wire Transfer,TXNREF000101873,Completed,ICICI Bank,Operations,Chennai,2023-07-06T13:13:00,2023-07-08T13:13:00
TXN-001661,PO-2023-001929,INV-2023-002519,VEN-100550,EMP-20127,2023-07-07,719300.31,INR,NEFT,PAYREF000101858,Completed,HDFC Bank,Legal,Pune,2023-07-07T15:43:32,2023-07-09T14:43:32
TXN-001662,PO-2023-001487,INV-2023-002019,VEN-100588,EMP-20077,2023-07-07,115664.40,INR,RTGS,UTR000110074,Completed,ICICI Bank,Operations,Noida,2023-07-07T14:20:16,2023-07-09T09:20:16
TXN-001663,PO-2023-000016,INV-2023-000032,VEN-100321,EMP-20096,2023-07-09,229312.00,INR,UPI,TXNREF000103045,Completed,SBI,IT,Pune,2023-07-09T18:25:34,2023-07-09T23:25:34
TXN-001664,PO-2023-001303,INV-2023-001804,VEN-100606,EMP-20126,2023-07-10,460322.35,INR,UPI,UTR000106510,Completed,Kotak Mahindra Bank,Procurement,Bengaluru,2023-07-10T15:10:52,2023-07-11T21:10:52
TXN-001665,PO-2023-001357,INV-2023-001864,VEN-100529,EMP-20080,2023-07-10,418991.02,USD,IMPS,PAYREF000115143,Completed,HSBC,IT,Mumbai,2023-07-10T12:56:16,2023-07-12T05:56:16
TXN-001666,PO-2023-000839,INV-2023-001309,VEN-100293,EMP-20084,2023-07-11,116284.26,INR,UPI,PAYREF000107162,Completed,SBI,Operations,Mumbai,2023-07-11T17:53:38,2023-07-12T03:53:38
TXN-001667,PO-2023-001669,INV-2023-002216,VEN-100511,EMP-20137,2023-07-11,106651.46,INR,Wire Transfer,TXNREF000114586,Completed,Standard Chartered,Operations,Bengaluru,2023-07-11T18:14:45,2023-07-12T06:14:45
TXN-001668,PO-2023-001669,INV-2023-002216,VEN-100511,EMP-20120,2023-07-11,154864.89,INR,IMPS,UTR000110818,Completed,Kotak Mahindra Bank,Operations,Noida,2023-07-11T16:30:21,2023-07-12T11:30:21
TXN-001669,PO-2023-000042,INV-2023-000075,VEN-100543,EMP-20131,2023-07-12,852967.31,INR,NEFT,UTR000100547,Completed,Axis Bank,Procurement,Gurugram,2023-07-12T13:31:34,2023-07-13T18:31:34
TXN-001670,PO-2023-000534,INV-2023-000949,VEN-100376,EMP-20006,2023-07-12,301344.58,USD,RTGS,UTR000112554,Completed,Kotak Mahindra Bank,Operations,Gurugram,2023-07-12T09:15:40,2023-07-14T02:15:40
TXN-001671,PO-2023-000888,INV-2023-001364,VEN-100639,EMP-20100,2023-07-12,141772.46,INR,Wire Transfer,PAYREF000101749,Completed,Axis Bank,Procurement,Delhi,2023-07-12T17:46:18,2023-07-13T12:46:18
TXN-001672,PO-2023-000667,INV-2023-001120,VEN-100591,EMP-20007,2023-07-14,116388.43,INR,RTGS,PAYREF000105811,Completed,HDFC Bank,Admin,Gurugram,2023-07-14T09:30:16,2023-07-16T06:30:16
TXN-001673,PO-2023-000099,INV-2023-000189,VEN-100527,EMP-20101,2023-07-14,768178.99,INR,NEFT,PAYREF000110958,Completed,SBI,Operations,Bengaluru,2023-07-14T10:52:35,2023-07-14T13:52:35
TXN-001674,PO-2023-000016,INV-2023-000032,VEN-100321,EMP-20034,2023-07-14,159868.02,INR,NEFT,UTR000111274,Completed,Kotak Mahindra Bank,IT,Delhi,2023-07-14T12:29:08,2023-07-15T03:29:08
TXN-001675,PO-2023-000099,INV-2023-000189,VEN-100527,EMP-20089,2023-07-15,485623.80,INR,RTGS,PAYREF000110955,Completed,SBI,Operations,Pune,2023-07-15T09:50:51,2023-07-17T04:50:51
TXN-001676,PO-2023-000534,INV-2023-000949,VEN-100376,EMP-20034,2023-07-15,456907.15,USD,IMPS,UTR000103922,Completed,SBI,Operations,Delhi,2023-07-15T11:23:36,2023-07-16T18:23:36
TXN-001677,PO-2023-000927,INV-2023-001403,VEN-100283,EMP-20031,2023-07-16,186793.02,INR,NEFT,PAYREF000100765,Completed,HDFC Bank,Procurement,Noida,2023-07-16T10:02:50,2023-07-18T05:02:50
TXN-001678,PO-2023-001825,INV-2023-002403,VEN-100696,EMP-20093,2023-07-17,316189.38,INR,RTGS,TXNREF000108575,Completed,Axis Bank,Admin,Noida,2023-07-17T12:42:08,2023-07-18T22:42:08
TXN-001679,PO-2023-001609,INV-2023-002151,VEN-100594,EMP-20081,2023-07-17,1413394.80,INR,RTGS,TXNREF000113151,Completed,Standard Chartered,Admin,Chennai,2023-07-17T09:54:35,2023-07-18T20:54:35
TXN-001680,PO-2023-000534,INV-2023-000949,VEN-100376,EMP-20106,2023-07-17,163241.30,USD,RTGS,UTR000106643,Completed,ICICI Bank,Operations,Gurugram,2023-07-17T17:46:15,2023-07-19T09:46:15
TXN-001681,PO-2023-001669,INV-2023-002216,VEN-100511,EMP-20093,2023-07-18,91089.55,INR,RTGS,TXNREF000113970,Completed,SBI,Operations,Mumbai,2023-07-18T11:53:46,2023-07-19T23:53:46
TXN-001682,PO-2023-000493,INV-2023-000907,VEN-100351,EMP-20019,2023-07-19,90738.66,INR,RTGS,TXNREF000103231,Completed,ICICI Bank,Operations,Pune,2023-07-19T18:49:46,2023-07-20T02:49:46
TXN-001683,PO-2023-000667,INV-2023-001120,VEN-100591,EMP-20087,2023-07-19,92962.57,INR,Wire Transfer,TXNREF000102089,Completed,SBI,Admin,Gurugram,2023-07-19T14:08:44,2023-07-21T10:08:44
TXN-001684,PO-2023-000493,INV-2023-000907,VEN-100351,EMP-20123,2023-07-20,62062.82,INR,RTGS,PAYREF000111706,Completed,ICICI Bank,Operations,Gurugram,2023-07-20T12:12:38,2023-07-22T03:12:38
TXN-001685,PO-2023-000016,INV-2023-000032,VEN-100321,EMP-20091,2023-07-21,139966.39,INR,IMPS,UTR000106478,Pending,Axis Bank,IT,Pune,2023-07-21T13:49:47,2023-07-21T13:49:47
TXN-001686,PO-2023-001952,INV-2023-002543,VEN-100629,EMP-20013,2023-07-21,533350.24,INR,NEFT,TXNREF000104806,Completed,Axis Bank,IT,Mumbai,2023-07-21T17:43:11,2023-07-22T12:43:11
TXN-001687,PO-2023-000667,INV-2023-001120,VEN-100591,EMP-20052,2023-07-22,122709.81,INR,RTGS,PAYREF000113036,Completed,SBI,Admin,Pune,2023-07-22T18:51:50,2023-07-23T21:51:50
TXN-001688,PO-2023-001487,INV-2023-002019,VEN-100588,EMP-20054,2023-07-22,209485.69,INR,IMPS,TXNREF000111339,Completed,SBI,Operations,Hyderabad,2023-07-22T15:10:09,2023-07-22T22:10:09
TXN-001689,PO-2023-000016,INV-2023-000032,VEN-100321,EMP-20104,2023-07-22,127054.43,INR,NEFT,UTR000101329,Completed,ICICI Bank,IT,Delhi,2023-07-22T14:01:58,2023-07-24T11:01:58
TXN-001690,PO-2023-001952,INV-2023-002543,VEN-100629,EMP-20031,2023-07-25,565476.78,INR,IMPS,PAYREF000114519,Completed,SBI,IT,Bengaluru,2023-07-25T13:30:08,2023-07-26T16:30:08
TXN-001691,PO-2023-000839,INV-2023-001309,VEN-100293,EMP-20042,2023-07-25,359997.85,INR,RTGS,PAYREF000102979,Completed,ICICI Bank,Operations,Delhi,2023-07-25T13:56:12,2023-07-26T01:56:12
TXN-001692,PO-2023-000443,INV-2023-000849,VEN-100346,EMP-20066,2023-07-26,1187456.41,INR,RTGS,PAYREF000100025,Completed,ICICI Bank,Procurement,Chennai,2023-07-26T16:39:28,2023-07-27T10:39:28
TXN-001693,PO-2023-000113,INV-2023-000218,VEN-100707,EMP-20069,2023-07-27,560903.26,INR,RTGS,UTR000101591,Completed,HSBC,Procurement,Bengaluru,2023-07-27T13:48:01,2023-07-28T04:48:01
TXN-001694,PO-2023-001609,INV-2023-002151,VEN-100594,EMP-20135,2023-07-28,2576210.53,INR,Wire Transfer,TXNREF000104915,Completed,HSBC,Admin,Noida,2023-07-28T11:34:50,2023-07-29T11:34:50
TXN-001695,PO-2023-000839,INV-2023-001309,VEN-100293,EMP-20047,2023-07-28,202116.40,INR,IMPS,TXNREF000112040,Pending,SBI,Operations,Bengaluru,2023-07-28T18:48:00,2023-07-28T18:48:00
TXN-001696,PO-2023-001929,INV-2023-002519,VEN-100550,EMP-20105,2023-07-29,359685.59,INR,NEFT,PAYREF000110708,Completed,Kotak Mahindra Bank,Legal,Pune,2023-07-29T18:08:32,2023-07-30T04:08:32
TXN-001697,PO-2023-000827,INV-2023-001297,VEN-100480,EMP-20088,2023-07-29,425015.71,INR,RTGS,TXNREF000106011,Failed,Kotak Mahindra Bank,Admin,Delhi,2023-07-29T16:48:56,2023-07-29T16:48:56
TXN-001698,PO-2023-000443,INV-2023-000849,VEN-100346,EMP-20037,2023-07-29,400365.04,INR,NEFT,UTR000113040,Completed,HSBC,Procurement,Bengaluru,2023-07-29T11:10:58,2023-07-30T16:10:58
TXN-001699,PO-2023-000667,INV-2023-001120,VEN-100591,EMP-20123,2023-07-29,98142.21,INR,IMPS,TXNREF000110988,Completed,Kotak Mahindra Bank,Admin,Chennai,2023-07-29T13:51:23,2023-07-30T00:51:23
TXN-001700,PO-2023-001100,INV-2023-001588,VEN-100514,EMP-20101,2023-07-29,124723.96,INR,RTGS,TXNREF000113122,Completed,Axis Bank,Procurement,Pune,2023-07-29T09:43:36,2023-07-31T02:43:36
TXN-001701,PO-2023-000016,INV-2023-000032,VEN-100321,EMP-20043,2023-07-29,92966.75,INR,NEFT,TXNREF000115135,Completed,SBI,IT,Pune,2023-07-29T10:57:58,2023-07-30T10:57:58
TXN-001702,PO-2023-000888,INV-2023-001364,VEN-100639,EMP-20123,2023-07-30,45810.00,INR,RTGS,UTR000107878,Completed,HDFC Bank,Procurement,Gurugram,2023-07-30T10:46:12,2023-08-01T07:46:12
TXN-001703,PO-2023-001825,INV-2023-002403,VEN-100696,EMP-20104,2023-07-30,741076.16,INR,RTGS,TXNREF000104440,Completed,Kotak Mahindra Bank,Admin,Pune,2023-07-30T15:51:59,2023-07-31T07:51:59
TXN-001704,PO-2023-000392,INV-2023-000782,VEN-100421,EMP-20127,2023-07-31,339719.95,INR,RTGS,UTR000102238,Reversed,HDFC Bank,Procurement,Hyderabad,2023-07-31T14:11:15,2023-08-02T08:11:15
TXN-001705,PO-2023-000055,INV-2023-000099,VEN-100359,EMP-20105,2023-07-31,221896.64,INR,IMPS,PAYREF000102210,Completed,Axis Bank,Procurement,Chennai,2023-07-31T14:50:58,2023-08-01T20:50:58
TXN-001706,PO-2023-000525,INV-2023-000935,VEN-100632,EMP-20029,2023-07-31,428668.01,INR,NEFT,TXNREF000110185,Completed,SBI,IT,Bengaluru,2023-07-31T14:20:01,2023-08-02T09:20:01
TXN-001707,PO-2023-000016,INV-2023-000032,VEN-100321,EMP-20081,2023-07-31,95445.36,INR,NEFT,PAYREF000111005,Completed,HDFC Bank,IT,Mumbai,2023-07-31T09:48:56,2023-08-01T01:48:56
TXN-001708,PO-2023-000667,INV-2023-001120,VEN-100591,EMP-20114,2023-08-03,306411.26,INR,UPI,PAYREF000105127,Completed,HSBC,Admin,Pune,2023-08-03T12:19:40,2023-08-05T04:19:40
TXN-001709,PO-2023-000055,INV-2023-000099,VEN-100359,EMP-20109,2023-08-04,145413.25,INR,RTGS,TXNREF000112628,Completed,HDFC Bank,Procurement,Delhi,2023-08-04T10:56:41,2023-08-06T05:56:41
TXN-001710,PO-2023-000839,INV-2023-001309,VEN-100293,EMP-20121,2023-08-05,222415.39,INR,RTGS,TXNREF000109596,Completed,Axis Bank,Operations,Noida,2023-08-05T13:17:26,2023-08-05T15:17:26
TXN-001711,PO-2023-001003,INV-2023-001483,VEN-100507,EMP-20126,2023-08-05,361208.58,INR,IMPS,TXNREF000102721,Completed,Kotak Mahindra Bank,Procurement,Gurugram,2023-08-05T11:09:02,2023-08-07T11:09:02
TXN-001712,PO-2023-001139,INV-2023-001631,VEN-100592,EMP-20096,2023-08-05,857869.33,INR,NEFT,UTR000103650,Completed,SBI,Operations,Bengaluru,2023-08-05T18:06:54,2023-08-07T04:06:54
TXN-001713,PO-2023-001139,INV-2023-001631,VEN-100592,EMP-20014,2023-08-06,420418.93,INR,RTGS,UTR000107159,Completed,HSBC,Operations,Bengaluru,2023-08-06T15:37:43,2023-08-07T06:37:43
TXN-001714,PO-2023-001952,INV-2023-002543,VEN-100629,EMP-20135,2023-08-07,272837.31,INR,Wire Transfer,UTR000112119,Completed,ICICI Bank,IT,Hyderabad,2023-08-07T16:18:21,2023-08-08T05:18:21
TXN-001715,PO-2023-000042,INV-2023-000076,VEN-100543,EMP-20127,2023-08-07,219509.19,INR,NEFT,TXNREF000108562,Completed,SBI,Procurement,Gurugram,2023-08-07T09:11:09,2023-08-07T22:11:09
TXN-001716,PO-2023-001608,INV-2023-002149,VEN-100732,EMP-20116,2023-08-08,116359.12,INR,NEFT,PAYREF000109834,Completed,Standard Chartered,Admin,Noida,2023-08-08T14:26:32,2023-08-09T19:26:32
TXN-001717,PO-2023-000251,INV-2023-000499,VEN-100388,EMP-20088,2023-08-09,100739.75,INR,RTGS,UTR000104776,Completed,Standard Chartered,Legal,Hyderabad,2023-08-09T09:35:45,2023-08-09T12:35:45
TXN-001718,PO-2023-000042,INV-2023-000075,VEN-100543,EMP-20123,2023-08-09,524522.51,INR,RTGS,UTR000113795,Completed,HDFC Bank,Procurement,Delhi,2023-08-09T15:31:02,2023-08-11T09:31:02
