invoice_id,purchase_order_id,vendor_id,vendor_invoice_number,invoice_date,due_date,invoice_amount_inr,tax_amount_inr,total_amount_inr,currency,gst_invoice_number,match_status,invoice_status,verified_by_employee_id,verification_date,created_at,updated_at
INV-2023-001474,PO-2023-000996,VEN-100339,VINV/2023/61343,2023-05-19,2023-06-18,417902.08,75222.37,493124.45,INR,GST23INV470512,Matched,Paid,EMP-20099,2023-05-26,2023-05-19T12:36:00,2023-05-26T17:11:00
INV-2025-001475,PO-2025-000997,VEN-100670,VINV/2025/11811,2025-11-17,2026-01-01,1213506.67,218431.20,1431937.87,INR,GST25INV294408,Matched,Paid,EMP-20117,2025-11-20,2025-11-17T09:56:00,2025-11-20T10:10:00
INV-2025-001476,PO-2025-000998,VEN-100599,VINV/2025/50510,2025-09-20,2025-11-04,418876.93,75397.85,494274.78,INR,GST25INV548319,Matched,Disputed,EMP-20055,2025-09-25,2025-09-20T17:04:00,2025-09-25T13:03:00
INV-2025-001477,PO-2025-000998,VEN-100599,VINV/2025/37341,2025-08-13,2025-09-27,351414.89,63254.68,414669.57,INR,GST25INV173302,Mismatched,Under Verification,EMP-20106,2025-08-17,2025-08-13T10:16:00,2025-08-17T14:27:00
INV-2023-001478,PO-2022-000999,VEN-100418,VINV/2023/94924,2023-01-09,2023-02-23,372004.56,66960.82,438965.38,INR,GST23INV394105,Mismatched,Rejected,EMP-20003,2023-01-15,2023-01-09T15:50:00,2023-01-15T15:50:00
INV-2023-001479,PO-2023-001000,VEN-100409,VINV/2023/92103,2023-01-08,2023-02-07,348221.68,62679.90,410901.58,INR,GST23INV182242,Matched,Under Verification,EMP-20082,2023-01-12,2023-01-08T10:06:00,2023-01-12T09:05:00
INV-2026-001480,PO-2026-001001,VEN-100350,VINV/2026/38109,2026-07-02,2026-08-01,122692.34,22084.62,144776.96,INR,GST26INV213133,Matched,Disputed,EMP-20094,2026-07-03,2026-07-02T12:44:00,2026-07-03T17:27:00
INV-2021-001481,PO-2021-001002,VEN-100260,VINV/2021/50866,2021-08-08,2021-09-07,29219.73,5259.55,34479.28,USD,GST21INV774667,Mismatched,Approved,EMP-20082,2021-08-13,2021-08-08T12:05:00,2021-08-13T14:10:00
INV-2021-001482,PO-2021-001002,VEN-100260,VINV/2021/39647,2021-08-03,2021-09-02,29584.15,5325.15,34909.30,USD,GST21INV877677,Matched,Under Verification,EMP-20106,2021-08-05,2021-08-03T13:27:00,2021-08-05T08:03:00
INV-2023-001483,PO-2023-001003,VEN-100507,VINV/2023/65598,2023-08-01,2023-09-15,306108.97,55099.61,361208.58,INR,GST23INV603633,Partially Matched,Paid,EMP-20093,2023-08-02,2023-08-01T12:09:00,2023-08-02T12:37:00
INV-2023-001484,PO-2023-001003,VEN-100507,VINV/2023/81842,2023-07-12,2023-08-26,289477.85,52106.01,341583.86,INR,GST23INV805854,Partially Matched,Approved,EMP-20136,2023-07-15,2023-07-12T09:59:00,2023-07-15T17:32:00
INV-2025-001485,PO-2025-001004,VEN-100659,VINV/2025/61950,2025-04-20,2025-05-05,535864.13,96455.54,632319.67,INR,GST25INV069160,Mismatched,Under Verification,EMP-20086,2025-04-27,2025-04-20T10:08:00,2025-04-27T18:41:00
INV-2021-001486,PO-2021-001005,VEN-100580,VINV/2021/71912,2021-03-18,2021-04-17,333969.74,60114.55,394084.29,INR,GST21INV055641,Matched,Approved,EMP-20098,2021-03-23,2021-03-18T15:22:00,2021-03-23T13:07:00
INV-2021-001487,PO-2021-001006,VEN-100551,VINV/2021/05302,2021-05-30,2021-06-29,952225.42,171400.58,1123626.00,INR,GST21INV082186,Partially Matched,Under Verification,EMP-20003,2021-06-05,2021-05-30T10:13:00,2021-06-05T14:13:00
INV-2023-001488,PO-2022-001007,VEN-100638,VINV/2023/02169,2023-01-01,2023-01-16,303010.71,54541.93,357552.64,INR,GST23INV168463,Partially Matched,Under Verification,EMP-20033,2023-01-02,2023-01-01T13:21:00,2023-01-02T10:30:00
INV-2023-001489,PO-2022-001007,VEN-100638,VINV/2023/08100,2023-01-11,2023-01-26,289728.10,52151.06,341879.16,INR,GST23INV902286,Partially Matched,Disputed,EMP-20022,2023-01-14,2023-01-11T09:24:00,2023-01-14T17:32:00
INV-2023-001490,PO-2023-001008,VEN-100599,VINV/2023/65468,2023-10-12,2023-11-26,420754.27,75735.77,496490.04,INR,GST23INV378876,Matched,Paid,EMP-20140,2023-10-14,2023-10-12T14:35:00,2023-10-14T09:48:00
INV-2024-001491,PO-2024-001009,VEN-100479,VINV/2024/59610,2024-08-25,2024-10-09,280973.72,50575.27,331548.99,INR,GST24INV258347,Partially Matched,Paid,EMP-20046,2024-08-30,2024-08-25T15:46:00,2024-08-30T15:44:00
INV-2025-001492,PO-2025-001010,VEN-100419,VINV/2025/75232,2025-11-03,2025-12-03,1485036.35,267306.54,1752342.89,INR,GST25INV063666,Matched,Overdue,EMP-20029,2025-11-08,2025-11-03T15:10:00,2025-11-08T18:57:00
INV-2022-001493,PO-2022-001011,VEN-100304,VINV/2022/86669,2022-04-26,2022-07-25,349772.27,62959.01,412731.28,INR,GST22INV356594,Matched,Paid,EMP-20082,2022-04-29,2022-04-26T17:11:00,2022-04-29T14:03:00
INV-2022-001494,PO-2022-001011,VEN-100304,VINV/2022/00124,2022-04-30,2022-07-29,393807.11,70885.28,464692.39,INR,GST22INV525020,Matched,Paid,EMP-20052,2022-05-07,2022-04-30T15:54:00,2022-05-07T13:59:00
INV-2023-001495,PO-2023-001012,VEN-100668,VINV/2023/53810,2023-04-29,2023-05-29,548623.85,98752.29,647376.14,INR,GST23INV548339,Matched,Paid,EMP-20046,2023-05-05,2023-04-29T18:32:00,2023-05-05T14:13:00
INV-2023-001496,PO-2023-001012,VEN-100668,VINV/2023/76193,2023-03-28,2023-04-27,538943.27,97009.79,635953.06,INR,GST23INV153301,Partially Matched,Paid,EMP-20004,2023-03-31,2023-03-28T10:09:00,2023-03-31T12:43:00
INV-2024-001497,PO-2024-001013,VEN-100543,VINV/2024/50810,2024-09-23,2024-12-22,4374905.93,787483.07,5162389.00,INR,GST24INV915215,Matched,Paid,EMP-20106,2024-09-28,2024-09-23T10:26:00,2024-09-28T11:29:00
INV-2024-001498,PO-2024-001014,VEN-100633,VINV/2024/98971,2024-07-22,2024-08-21,349158.92,62848.61,412007.53,INR,GST24INV100303,Matched,Paid,EMP-20024,2024-07-29,2024-07-22T15:22:00,2024-07-29T14:42:00
INV-2025-001499,PO-2025-001015,VEN-100247,VINV/2025/28993,2025-04-08,2025-05-08,296538.19,53376.87,349915.06,INR,GST25INV818114,Partially Matched,Paid,EMP-20029,2025-04-14,2025-04-08T08:20:00,2025-04-14T11:44:00
INV-2022-001500,PO-2022-001016,VEN-100360,VINV/2022/92469,2022-11-06,2022-12-21,585371.58,105366.88,690738.46,INR,GST22INV479032,Matched,Paid,EMP-20125,2022-11-13,2022-11-06T13:00:00,2022-11-13T08:24:00
INV-2023-001501,PO-2023-001017,VEN-100630,VINV/2023/83340,2023-12-12,2024-01-11,311793.96,56122.91,367916.87,USD,GST23INV271672,Matched,Paid,EMP-20140,2023-12-14,2023-12-12T17:47:00,2023-12-14T13:39:00
INV-2023-001502,PO-2023-001017,VEN-100630,VINV/2023/70608,2023-12-07,2024-01-06,308908.58,55603.54,364512.12,USD,GST23INV030196,Matched,Paid,EMP-20029,2023-12-14,2023-12-07T18:33:00,2023-12-14T16:13:00
INV-2023-001503,PO-2023-001018,VEN-100339,VINV/2023/62432,2023-12-12,2024-01-11,770917.37,138765.13,909682.50,INR,GST23INV678627,Matched,Under Verification,EMP-20137,2023-12-15,2023-12-12T09:40:00,2023-12-15T11:02:00
INV-2025-001504,PO-2025-001019,VEN-100730,VINV/2025/81143,2025-09-12,2025-10-12,264641.17,47635.41,312276.58,INR,GST25INV128703,Partially Matched,Paid,EMP-20125,2025-09-18,2025-09-12T14:51:00,2025-09-18T14:16:00
INV-2025-001505,PO-2025-001019,VEN-100730,VINV/2025/10985,2025-09-19,2025-10-19,283069.58,50952.52,334022.10,INR,GST25INV654979,Partially Matched,Paid,EMP-20086,2025-09-24,2025-09-19T18:35:00,2025-09-24T17:07:00
INV-2025-001506,PO-2025-001020,VEN-100473,VINV/2025/08641,2025-11-15,2025-12-15,791761.56,142517.08,934278.64,INR,GST25INV194304,Matched,Approved,EMP-20046,2025-11-21,2025-11-15T10:51:00,2025-11-21T12:07:00
INV-2024-001507,PO-2024-001021,VEN-100477,VINV/2024/93115,2024-09-17,2024-11-01,143363.24,25805.38,169168.62,INR,GST24INV361176,Partially Matched,Under Verification,EMP-20100,2024-09-24,2024-09-17T15:38:00,2024-09-24T08:25:00
INV-2024-001508,PO-2024-001021,VEN-100477,VINV/2024/98280,2024-08-16,2024-09-30,129237.42,23262.74,152500.16,INR,GST24INV382911,Matched,Overdue,EMP-20064,2024-08-20,2024-08-16T10:49:00,2024-08-20T09:19:00
INV-2021-001509,PO-2021-001022,VEN-100405,VINV/2021/99326,2021-03-22,2021-04-21,217478.23,39146.08,256624.31,INR,GST21INV474645,Partially Matched,Overdue,EMP-20106,2021-03-28,2021-03-22T16:35:00,2021-03-28T08:58:00
INV-2021-001510,PO-2021-001022,VEN-100405,VINV/2021/07062,2021-05-10,2021-06-09,206375.76,37147.64,243523.40,INR,GST21INV239935,Mismatched,Approved,EMP-20146,2021-05-11,2021-05-10T10:24:00,2021-05-11T16:58:00
INV-2025-001511,PO-2024-001023,VEN-100379,VINV/2025/01697,2025-01-05,2025-04-05,1038782.90,186980.92,1225763.82,INR,GST25INV360351,Partially Matched,Paid,EMP-20133,2025-01-06,2025-01-05T10:24:00,2025-01-06T09:51:00
INV-2021-001512,PO-2021-001024,VEN-100330,VINV/2021/60706,2021-11-10,2021-12-10,322775.67,58099.62,380875.29,INR,GST21INV948227,Matched,Under Verification,EMP-20013,2021-11-16,2021-11-10T18:22:00,2021-11-16T09:40:00
INV-2023-001513,PO-2022-001026,VEN-100680,VINV/2023/14468,2023-01-07,2023-03-08,591410.58,106453.90,697864.48,INR,GST23INV015246,Matched,Paid,EMP-20003,2023-01-10,2023-01-07T10:20:00,2023-01-10T10:39:00
INV-2023-001514,PO-2022-001026,VEN-100680,VINV/2023/96299,2023-01-27,2023-03-28,524649.16,94436.85,619086.01,INR,GST23INV155316,Matched,Under Verification,EMP-20033,2023-01-29,2023-01-27T18:28:00,2023-01-29T09:54:00
INV-2022-001515,PO-2022-001026,VEN-100680,VINV/2022/26923,2022-12-12,2023-02-10,458824.05,82588.33,541412.38,INR,GST22INV917741,Matched,Under Verification,EMP-20140,2022-12-18,2022-12-12T11:18:00,2022-12-18T18:59:00
INV-2022-001516,PO-2022-001026,VEN-100680,VINV/2022/68765,2022-12-29,2023-02-27,498180.08,89672.41,587852.49,INR,GST22INV897875,Mismatched,Under Verification,EMP-20141,2022-12-30,2022-12-29T16:00:00,2022-12-30T11:50:00
INV-2023-001517,PO-2022-001026,VEN-100680,VINV/2023/34776,2023-01-26,2023-03-27,606260.67,109126.92,715387.59,INR,GST23INV222455,Matched,Paid,EMP-20031,2023-01-31,2023-01-26T17:41:00,2023-01-31T16:03:00
INV-2024-001518,PO-2024-001027,VEN-100416,VINV/2024/03743,2024-09-26,2024-10-26,1194447.66,215000.58,1409448.24,INR,GST24INV149242,Matched,Paid,EMP-20079,2024-09-30,2024-09-26T17:11:00,2024-09-30T15:55:00
INV-2022-001519,PO-2022-001029,VEN-100621,VINV/2022/12506,2022-05-31,2022-07-30,127193.46,22894.82,150088.28,INR,GST22INV416608,Matched,Disputed,EMP-20074,2022-06-06,2022-05-31T10:31:00,2022-06-06T11:57:00
INV-2022-001520,PO-2022-001029,VEN-100621,VINV/2022/36264,2022-04-25,2022-06-24,107857.34,19414.32,127271.66,INR,GST22INV695730,Matched,Approved,EMP-20004,2022-04-30,2022-04-25T09:30:00,2022-04-30T09:38:00
INV-2022-001521,PO-2022-001030,VEN-100613,VINV/2022/12788,2022-10-21,2022-11-20,84181.02,15152.58,99333.60,INR,GST22INV031443,Matched,Disputed,EMP-20045,2022-10-23,2022-10-21T13:55:00,2022-10-23T12:55:00
INV-2022-001522,PO-2022-001030,VEN-100613,VINV/2022/00497,2022-11-10,2022-12-10,95756.00,17236.08,112992.08,INR,GST22INV083646,Matched,Approved,EMP-20123,2022-11-15,2022-11-10T12:04:00,2022-11-15T18:01:00
INV-2023-001523,PO-2023-001031,VEN-100552,VINV/2023/74547,2023-08-02,2023-08-17,630594.75,113507.05,744101.80,INR,GST23INV339276,Matched,Approved,EMP-20027,2023-08-09,2023-08-02T15:02:00,2023-08-09T17:31:00
INV-2026-001524,PO-2025-001032,VEN-100639,VINV/2026/03544,2026-02-06,2026-04-07,483659.27,87058.67,570717.94,INR,GST26INV328419,Partially Matched,Under Verification,EMP-20141,2026-02-10,2026-02-06T17:05:00,2026-02-10T17:31:00
INV-2022-001525,PO-2022-001033,VEN-100234,VINV/2022/02213,2022-09-07,2022-10-22,853975.59,153715.61,1007691.20,INR,GST22INV526250,Mismatched,Overdue,EMP-20122,2022-09-12,2022-09-07T17:26:00,2022-09-12T08:43:00
INV-2023-001526,PO-2023-001034,VEN-100458,VINV/2023/99695,2023-10-15,2023-12-14,779440.31,140299.26,919739.57,INR,GST23INV658460,Matched,Approved,EMP-20022,2023-10-16,2023-10-15T12:12:00,2023-10-16T09:01:00
INV-2024-001527,PO-2024-001035,VEN-100576,VINV/2024/17411,2024-09-01,2024-10-31,614339.30,110581.07,724920.37,INR,GST24INV324566,Matched,Overdue,EMP-20072,2024-09-08,2024-09-01T09:22:00,2024-09-08T09:38:00
INV-2026-001528,PO-2026-001036,VEN-100303,VINV/2026/63558,2026-05-03,2026-06-02,422559.66,76060.74,498620.40,INR,GST26INV018160,Partially Matched,Overdue,EMP-20117,2026-05-06,2026-05-03T16:42:00,2026-05-06T18:15:00
INV-2026-001529,PO-2026-001037,VEN-100446,VINV/2026/10953,2026-06-06,2026-08-05,332085.99,59775.48,391861.47,INR,GST26INV570523,Matched,Received,EMP-20086,,2026-06-06T13:37:00,2026-06-06T13:37:00
INV-2023-001530,PO-2023-001040,VEN-100722,VINV/2023/82170,2023-03-20,2023-04-19,580421.34,104475.84,684897.18,INR,GST23INV184554,Matched,Approved,EMP-20082,2023-03-23,2023-03-20T12:39:00,2023-03-23T17:18:00
INV-2025-001531,PO-2025-001041,VEN-100661,VINV/2025/15223,2025-03-01,2025-03-16,237321.34,42717.84,280039.18,INR,GST25INV428322,Matched,Paid,EMP-20098,2025-03-04,2025-03-01T12:31:00,2025-03-04T08:20:00
INV-2022-001532,PO-2022-001042,VEN-100711,VINV/2022/90046,2022-08-30,2022-09-29,789870.13,142176.62,932046.75,INR,GST22INV501486,Matched,Paid,EMP-20113,2022-09-05,2022-08-30T13:19:00,2022-09-05T10:23:00
INV-2022-001533,PO-2022-001044,VEN-100619,VINV/2022/79411,2022-09-03,2022-10-18,279077.64,50233.98,329311.62,INR,GST22INV730438,Matched,Approved,EMP-20096,2022-09-05,2022-09-03T15:09:00,2022-09-05T17:05:00
INV-2024-001534,PO-2024-001045,VEN-100471,VINV/2024/18603,2024-12-16,2025-02-14,361478.58,65066.14,426544.72,INR,GST24INV396817,Matched,Paid,EMP-20125,2024-12-19,2024-12-16T18:43:00,2024-12-19T13:37:00
INV-2024-001535,PO-2023-001046,VEN-100311,VINV/2024/91503,2024-01-14,2024-02-13,394280.55,70970.50,465251.05,INR,GST24INV161407,Mismatched,Under Verification,EMP-20104,2024-01-18,2024-01-14T08:38:00,2024-01-18T14:47:00
INV-2021-001536,PO-2021-001047,VEN-100582,VINV/2021/86340,2021-07-26,2021-08-25,728160.12,131068.82,859228.94,INR,GST21INV321531,Partially Matched,Disputed,EMP-20039,2021-07-27,2021-07-26T18:28:00,2021-07-27T10:10:00
INV-2026-001537,PO-2025-001049,VEN-100279,VINV/2026/20645,2026-02-06,2026-02-21,563054.10,101349.74,664403.84,INR,GST26INV891164,Partially Matched,Overdue,EMP-20125,2026-02-09,2026-02-06T08:04:00,2026-02-09T12:41:00
INV-2025-001538,PO-2025-001050,VEN-100664,VINV/2025/77982,2025-06-03,2025-07-03,199553.20,35919.58,235472.78,INR,GST25INV238992,Matched,Under Verification,EMP-20013,2025-06-06,2025-06-03T14:51:00,2025-06-06T15:32:00
INV-2022-001539,PO-2022-001051,VEN-100629,VINV/2022/02593,2022-01-28,2022-03-29,3765235.35,677742.36,4442977.71,INR,GST22INV168290,Partially Matched,Overdue,EMP-20110,2022-01-29,2022-01-28T09:25:00,2022-01-29T09:25:00
INV-2024-001540,PO-2024-001054,VEN-100506,VINV/2024/42527,2024-04-21,2024-06-05,329205.76,59257.04,388462.80,INR,GST24INV918844,Partially Matched,Paid,EMP-20031,2024-04-28,2024-04-21T14:29:00,2024-04-28T09:35:00
INV-2023-001541,PO-2023-001055,VEN-100572,VINV/2023/23067,2023-02-17,2023-03-19,796402.11,143352.38,939754.49,INR,GST23INV121171,Matched,Paid,EMP-20110,2023-02-20,2023-02-17T15:12:00,2023-02-20T15:30:00
INV-2025-001542,PO-2025-001058,VEN-100351,VINV/2025/69795,2025-08-17,2025-10-01,426932.07,76847.77,503779.84,INR,GST25INV817093,Matched,Paid,EMP-20100,2025-08-18,2025-08-17T11:25:00,2025-08-18T18:17:00
INV-2021-001543,PO-2021-001060,VEN-100436,VINV/2021/49946,2021-04-17,2021-05-17,1528043.09,275047.76,1803090.85,INR,GST21INV500382,Mismatched,Under Verification,EMP-20007,2021-04-18,2021-04-17T15:10:00,2021-04-18T13:41:00
INV-2022-001544,PO-2022-001061,VEN-100263,VINV/2022/74253,2022-04-28,2022-06-27,407012.43,73262.24,480274.67,INR,GST22INV054355,Mismatched,Approved,EMP-20098,2022-04-29,2022-04-28T11:11:00,2022-04-29T18:51:00
INV-2023-001545,PO-2023-001062,VEN-100552,VINV/2023/11051,2023-10-07,2023-10-22,2915272.40,524749.03,3440021.43,INR,GST23INV066438,Matched,Paid,EMP-20093,2023-10-14,2023-10-07T17:13:00,2023-10-14T14:19:00
INV-2021-001546,PO-2021-001063,VEN-100474,VINV/2021/83382,2021-10-28,2021-11-27,189777.52,34159.95,223937.47,INR,GST21INV077551,Matched,Under Verification,EMP-20104,2021-10-31,2021-10-28T10:04:00,2021-10-31T09:21:00
INV-2022-001547,PO-2022-001064,VEN-100731,VINV/2022/69777,2022-12-20,2023-01-19,422768.52,76098.33,498866.85,INR,GST22INV465818,Mismatched,Under Verification,EMP-20014,2022-12-27,2022-12-20T14:41:00,2022-12-27T11:57:00
INV-2025-001548,PO-2025-001065,VEN-100630,VINV/2025/77732,2025-11-13,2025-12-13,240975.29,43375.55,284350.84,INR,GST25INV723645,Matched,Paid,EMP-20046,2025-11-16,2025-11-13T08:24:00,2025-11-16T18:37:00
INV-2023-001549,PO-2023-001066,VEN-100354,VINV/2023/51176,2023-10-04,2023-11-03,51438.38,9258.91,60697.29,INR,GST23INV026089,Matched,Overdue,EMP-20005,2023-10-06,2023-10-04T18:37:00,2023-10-06T13:08:00
INV-2026-001550,PO-2026-001067,VEN-100544,VINV/2026/77569,2026-03-24,2026-04-08,111100.51,19998.09,131098.60,INR,GST26INV594105,Partially Matched,Paid,EMP-20131,2026-03-31,2026-03-24T09:44:00,2026-03-31T16:01:00
INV-2026-001551,PO-2026-001067,VEN-100544,VINV/2026/35418,2026-03-31,2026-04-15,100541.08,18097.39,118638.47,INR,GST26INV182314,Matched,Overdue,EMP-20055,2026-04-07,2026-03-31T11:46:00,2026-04-07T16:57:00
INV-2021-001552,PO-2021-001068,VEN-100458,VINV/2021/09585,2021-05-16,2021-07-15,710919.56,127965.52,838885.08,INR,GST21INV096235,Partially Matched,Approved,EMP-20093,2021-05-18,2021-05-16T10:07:00,2021-05-18T16:42:00
INV-2023-001553,PO-2022-001069,VEN-100318,VINV/2023/70997,2023-01-07,2023-02-06,379510.91,68311.96,447822.87,INR,GST23INV540724,Matched,Paid,EMP-20125,2023-01-14,2023-01-07T11:04:00,2023-01-14T13:03:00
INV-2026-001554,PO-2026-001071,VEN-100648,VINV/2026/64815,2026-06-13,2026-07-13,832765.72,149897.83,982663.55,INR,GST26INV708178,Partially Matched,Approved,EMP-20104,2026-06-17,2026-06-13T15:13:00,2026-06-17T09:39:00
INV-2023-001555,PO-2023-001072,VEN-100706,VINV/2023/43589,2023-06-19,2023-07-19,1295464.18,233183.55,1528647.73,INR,GST23INV126991,Matched,Under Verification,EMP-20098,2023-06-25,2023-06-19T12:31:00,2023-06-25T18:10:00
INV-2021-001556,PO-2021-001073,VEN-100498,VINV/2021/61983,2021-07-25,2021-08-24,4693879.06,844898.23,5538777.29,INR,GST21INV148721,Partially Matched,Approved,EMP-20048,2021-07-27,2021-07-25T12:20:00,2021-07-27T09:12:00
INV-2021-001557,PO-2021-001073,VEN-100498,VINV/2021/21496,2021-06-10,2021-07-10,4613924.73,830506.45,5444431.18,INR,GST21INV356684,Matched,Paid,EMP-20086,2021-06-12,2021-06-10T08:50:00,2021-06-12T17:25:00
INV-2021-001558,PO-2021-001073,VEN-100498,VINV/2021/41712,2021-06-13,2021-07-13,4741487.88,853467.82,5594955.70,INR,GST21INV716921,Mismatched,Under Verification,EMP-20140,2021-06-20,2021-06-13T13:58:00,2021-06-20T15:56:00
INV-2021-001559,PO-2021-001073,VEN-100498,VINV/2021/74986,2021-06-13,2021-07-13,4808521.53,865533.88,5674055.41,INR,GST21INV909036,Partially Matched,Approved,EMP-20029,2021-06-19,2021-06-13T18:07:00,2021-06-19T11:55:00
INV-2026-001560,PO-2026-001074,VEN-100657,VINV/2026/11492,2026-07-12,2026-08-11,1016063.07,182891.35,1198954.42,INR,GST26INV336102,Matched,Paid,EMP-20072,2026-07-15,2026-07-12T11:45:00,2026-07-15T13:06:00
INV-2026-001561,PO-2026-001074,VEN-100657,VINV/2026/58809,2026-07-17,2026-08-16,1043266.96,187788.05,1231055.01,INR,GST26INV332008,Partially Matched,Paid,EMP-20098,2026-07-17,2026-07-17T09:08:00,2026-07-17T18:24:00
INV-2025-001562,PO-2025-001075,VEN-100500,VINV/2025/97440,2025-02-02,2025-03-04,701483.88,126267.10,827750.98,INR,GST25INV110609,Partially Matched,Disputed,EMP-20033,2025-02-08,2025-02-02T09:51:00,2025-02-08T14:18:00
INV-2024-001563,PO-2024-001076,VEN-100328,VINV/2024/46246,2024-08-18,2024-09-02,278788.82,50181.99,328970.81,INR,GST24INV615653,Matched,Paid,EMP-20136,2024-08-22,2024-08-18T12:18:00,2024-08-22T08:09:00
INV-2022-001564,PO-2022-001077,VEN-100428,VINV/2022/30359,2022-09-04,2022-10-04,497777.67,89599.98,587377.65,INR,GST22INV048498,Matched,Under Verification,EMP-20122,2022-09-10,2022-09-04T13:08:00,2022-09-10T17:29:00
INV-2023-001565,PO-2023-001078,VEN-100666,VINV/2023/29172,2023-12-27,2024-01-26,155553.41,27999.61,183553.02,INR,GST23INV922316,Matched,Paid,EMP-20033,2024-01-02,2023-12-27T15:43:00,2024-01-02T16:00:00
INV-2022-001566,PO-2022-001079,VEN-100391,VINV/2022/96642,2022-09-21,2022-10-21,568739.26,102373.07,671112.33,INR,GST22INV301571,Matched,Under Verification,EMP-20046,2022-09-25,2022-09-21T18:18:00,2022-09-25T16:53:00
INV-2024-001567,PO-2024-001080,VEN-100521,VINV/2024/40348,2024-06-09,2024-07-09,2286775.97,411619.67,2698395.64,INR,GST24INV393037,Matched,Overdue,EMP-20031,2024-06-13,2024-06-09T17:57:00,2024-06-13T08:20:00
INV-2024-001568,PO-2024-001080,VEN-100521,VINV/2024/38458,2024-05-09,2024-06-08,2417100.83,435078.15,2852178.98,INR,GST24INV052316,Matched,Paid,EMP-20029,2024-05-11,2024-05-09T14:24:00,2024-05-11T09:14:00
INV-2021-001569,PO-2021-001081,VEN-100300,VINV/2021/61735,2021-04-19,2021-05-19,1511717.32,272109.12,1783826.44,INR,GST21INV900489,Mismatched,Rejected,EMP-20125,2021-04-26,2021-04-19T10:35:00,2021-04-26T12:10:00
INV-2025-001570,PO-2025-001082,VEN-100629,VINV/2025/52632,2025-09-06,2025-11-05,617123.77,111082.28,728206.05,INR,GST25INV917737,Matched,Under Verification,EMP-20146,2025-09-12,2025-09-06T18:41:00,2025-09-12T11:33:00
INV-2024-001571,PO-2024-001083,VEN-100550,VINV/2024/18579,2024-11-11,2024-12-26,667743.07,120193.75,787936.82,INR,GST24INV977995,Matched,Approved,EMP-20113,2024-11-18,2024-11-11T15:34:00,2024-11-18T14:00:00
INV-2023-001572,PO-2023-001084,VEN-100668,VINV/2023/60707,2023-02-15,2023-03-17,385697.16,69425.49,455122.65,INR,GST23INV668319,Mismatched,Under Verification,EMP-20003,2023-02-17,2023-02-15T10:00:00,2023-02-17T08:39:00
INV-2023-001573,PO-2023-001084,VEN-100668,VINV/2023/46260,2023-03-03,2023-04-02,419174.43,75451.40,494625.83,INR,GST23INV569233,Matched,Paid,EMP-20082,2023-03-06,2023-03-03T12:40:00,2023-03-06T11:50:00
INV-2025-001574,PO-2025-001085,VEN-100540,VINV/2025/56776,2025-06-13,2025-07-13,566805.93,102025.07,668831.00,INR,GST25INV016740,Matched,Paid,EMP-20003,2025-06-20,2025-06-13T11:37:00,2025-06-20T15:07:00
INV-2026-001575,PO-2026-001086,VEN-100348,VINV/2026/14095,2026-03-04,2026-04-03,2001934.70,360348.25,2362282.95,INR,GST26INV399868,Matched,Paid,EMP-20013,2026-03-10,2026-03-04T15:24:00,2026-03-10T15:58:00
INV-2022-001576,PO-2021-001088,VEN-100305,VINV/2022/36665,2022-02-17,2022-03-19,1200157.72,216028.39,1416186.11,INR,GST22INV765635,Mismatched,Disputed,EMP-20031,2022-02-21,2022-02-17T08:37:00,2022-02-21T18:20:00
INV-2023-001577,PO-2022-001089,VEN-100293,VINV/2023/73993,2023-01-02,2023-03-03,1376311.09,247736.00,1624047.09,INR,GST23INV673878,Matched,Paid,EMP-20131,2023-01-05,2023-01-02T10:59:00,2023-01-05T18:15:00
INV-2026-001578,PO-2026-001091,VEN-100381,VINV/2026/27196,2026-06-05,2026-07-05,200020.31,36003.66,236023.97,INR,GST26INV572206,Matched,Under Verification,EMP-20096,2026-06-08,2026-06-05T16:15:00,2026-06-08T14:21:00
INV-2026-001579,PO-2025-001092,VEN-100615,VINV/2026/76393,2026-01-17,2026-02-16,2028116.23,365060.92,2393177.15,INR,GST26INV614209,Matched,Approved,EMP-20145,2026-01-22,2026-01-17T10:54:00,2026-01-22T13:07:00
INV-2026-001580,PO-2025-001092,VEN-100615,VINV/2026/97861,2026-02-07,2026-03-09,1924105.69,346339.02,2270444.71,INR,GST26INV537664,Mismatched,Under Verification,EMP-20052,2026-02-10,2026-02-07T16:12:00,2026-02-10T16:58:00
INV-2021-001581,PO-2021-001093,VEN-100528,VINV/2021/33564,2021-11-17,2022-01-16,742267.02,133608.06,875875.08,INR,GST21INV715437,Matched,Paid,EMP-20121,2021-11-19,2021-11-17T09:45:00,2021-11-19T18:03:00
INV-2025-001582,PO-2025-001094,VEN-100295,VINV/2025/64946,2025-01-16,2025-02-15,826271.88,148728.94,975000.82,INR,GST25INV801184,Matched,Approved,EMP-20018,2025-01-19,2025-01-16T11:17:00,2025-01-19T08:27:00
INV-2022-001583,PO-2021-001095,VEN-100410,VINV/2022/50698,2022-01-28,2022-02-27,2973070.84,535152.75,3508223.59,INR,GST22INV452107,Mismatched,Approved,EMP-20052,2022-01-29,2022-01-28T18:17:00,2022-01-29T09:51:00
INV-2022-001584,PO-2022-001096,VEN-100462,VINV/2022/44217,2022-06-28,2022-07-28,582429.17,104837.25,687266.42,INR,GST22INV920826,Matched,Approved,EMP-20045,2022-07-05,2022-06-28T17:28:00,2022-07-05T16:15:00
