purchase_order_id,vendor_id,requested_by_employee_id,approved_by_employee_id,department,po_type,procurement_category,po_date,expected_delivery_date,po_amount_inr,currency,payment_terms_days,po_status,priority,fiscal_year,created_at,updated_at
PO-2024-000914,VEN-100663,EMP-20092,,Admin,Blanket,Professional Services,2024-02-08,2024-03-15,4021757.06,INR,30,Pending Approval,High,2023-24,2024-02-08T18:18:00,2024-02-17T01:18:00
PO-2022-000915,VEN-100524,EMP-20128,EMP-20075,IT,Service,Logistics & Transportation,2022-05-03,2022-05-25,1165067.91,EUR,30,Approved,Low,2022-23,2022-05-03T08:17:00,2022-05-13T12:17:00
PO-2024-000916,VEN-100287,EMP-20060,EMP-20001,Procurement,Service,Construction & Contracting,2024-09-12,2024-10-06,478946.13,INR,45,Closed,Low,2024-25,2024-09-12T18:51:00,2024-09-21T18:51:00
PO-2021-000917,VEN-100317,EMP-20069,EMP-20010,Procurement,Service,Material Procurement,2021-01-19,2021-02-15,515434.62,INR,45,Approved,Medium,2020-21,2021-01-19T08:22:00,2021-01-26T16:22:00
PO-2023-000918,VEN-100377,EMP-20087,EMP-20116,Procurement,Standard,Construction & Contracting,2023-06-22,2023-07-09,752596.55,INR,30,Approved,Low,2023-24,2023-06-22T12:49:00,2023-06-26T16:49:00
PO-2024-000919,VEN-100576,EMP-20034,,Procurement,Standard,IT & Software,2024-09-02,2024-09-17,160233.87,INR,60,Pending Approval,Low,2024-25,2024-09-02T10:43:00,2024-09-10T17:43:00
PO-2021-000920,VEN-100633,EMP-20070,EMP-20128,IT,Standard,Professional Services,2021-02-03,2021-02-28,580952.22,USD,30,Approved,Urgent,2020-21,2021-02-03T13:34:00,2021-02-03T16:34:00
PO-2025-000921,VEN-100463,EMP-20025,EMP-20019,IT,Standard,Material Procurement,2025-08-26,2025-09-20,368954.83,INR,60,Closed,Medium,2025-26,2025-08-26T14:04:00,2025-09-05T20:04:00
PO-2026-000922,VEN-100419,EMP-20038,EMP-20069,Admin,Standard,Construction & Contracting,2026-04-15,2026-05-04,495399.22,INR,30,Approved,High,2026-27,2026-04-15T17:01:00,2026-04-17T22:01:00
PO-2025-000923,VEN-100262,EMP-20067,EMP-20111,Legal,Contract,Material Procurement,2025-01-05,2025-02-27,18325580.53,INR,30,Approved,Medium,2024-25,2025-01-05T17:45:00,2025-01-10T20:45:00
PO-2026-000924,VEN-100488,EMP-20130,EMP-20117,IT,Standard,Professional Services,2026-03-31,2026-04-18,587851.32,INR,30,Approved,Medium,2025-26,2026-03-31T17:32:00,2026-04-10T01:32:00
PO-2023-000925,VEN-100520,EMP-20121,EMP-20008,Procurement,Service,Logistics & Transportation,2023-12-02,2023-12-29,1279012.87,INR,30,Closed,Low,2023-24,2023-12-02T13:17:00,2023-12-05T17:17:00
PO-2024-000926,VEN-100394,EMP-20073,EMP-20081,Procurement,Standard,Professional Services,2024-11-20,2024-12-08,619923.65,USD,45,Approved,Medium,2024-25,2024-11-20T15:46:00,2024-11-26T20:46:00
PO-2023-000927,VEN-100283,EMP-20077,EMP-20105,Procurement,Service,Professional Services,2023-05-08,2023-05-31,160843.46,INR,30,Approved,Low,2023-24,2023-05-08T17:52:00,2023-05-11T01:52:00
PO-2023-000928,VEN-100394,EMP-20087,EMP-20067,Procurement,Service,Professional Services,2023-04-17,2023-05-13,1015558.85,INR,45,Closed,Medium,2023-24,2023-04-17T16:09:00,2023-04-26T23:09:00
PO-2024-000929,VEN-100669,EMP-20053,EMP-20013,Procurement,Blanket,Logistics & Transportation,2024-12-27,2025-02-02,4443825.64,INR,30,Approved,Medium,2024-25,2024-12-27T09:08:00,2024-12-27T15:08:00
PO-2022-000930,VEN-100247,EMP-20042,,Procurement,Contract,Construction & Contracting,2022-12-27,2023-02-12,3515177.35,INR,30,Pending Approval,High,2022-23,2022-12-27T14:44:00,2023-01-04T17:44:00
PO-2025-000931,VEN-100728,EMP-20067,,Legal,Standard,Professional Services,2025-01-19,2025-02-03,720505.40,INR,30,Pending Approval,Low,2024-25,2025-01-19T09:47:00,2025-01-24T16:47:00
PO-2025-000932,VEN-100515,EMP-20142,EMP-20081,Operations,Standard,Material Procurement,2025-01-22,2025-02-15,671973.62,INR,15,Approved,Low,2024-25,2025-01-22T16:05:00,2025-01-24T16:05:00
PO-2022-000933,VEN-100643,EMP-20132,EMP-20081,Admin,Standard,Material Procurement,2022-07-27,2022-08-12,528288.69,INR,90,Approved,Medium,2022-23,2022-07-27T11:19:00,2022-08-03T16:19:00
PO-2025-000934,VEN-100264,EMP-20127,EMP-20069,Procurement,Standard,Material Procurement,2025-03-31,2025-04-17,432025.07,INR,30,Closed,Medium,2024-25,2025-03-31T10:02:00,2025-04-03T16:02:00
PO-2023-000935,VEN-100591,EMP-20065,EMP-20055,Operations,Service,Material Procurement,2023-09-24,2023-10-21,942442.37,INR,15,Approved,Medium,2023-24,2023-09-24T11:56:00,2023-09-26T15:56:00
PO-2023-000936,VEN-100403,EMP-20134,EMP-20059,Operations,Service,Material Procurement,2023-11-08,2023-11-30,1390547.99,INR,45,Closed,Medium,2023-24,2023-11-08T08:38:00,2023-11-08T16:38:00
PO-2023-000937,VEN-100603,EMP-20051,EMP-20019,Legal,Standard,Construction & Contracting,2023-05-24,2023-06-15,670190.98,INR,30,Approved,Medium,2023-24,2023-05-24T16:08:00,2023-05-31T20:08:00
PO-2024-000938,VEN-100304,EMP-20030,EMP-20146,Legal,Standard,Material Procurement,2024-10-01,2024-10-17,360006.11,INR,90,Approved,Medium,2024-25,2024-10-01T13:51:00,2024-10-02T16:51:00
PO-2024-000939,VEN-100280,EMP-20071,EMP-20128,Admin,Standard,Material Procurement,2024-12-18,2025-01-07,284886.30,INR,30,Closed,Low,2024-25,2024-12-18T08:27:00,2024-12-19T16:27:00
PO-2021-000940,VEN-100442,EMP-20051,,Legal,Blanket,Professional Services,2021-01-17,2021-02-19,3475086.92,INR,15,Pending Approval,Medium,2020-21,2021-01-17T10:37:00,2021-01-23T13:37:00
PO-2024-000941,VEN-100700,EMP-20053,EMP-20135,Procurement,Standard,Construction & Contracting,2024-07-24,2024-08-09,142360.66,INR,30,Partially Invoiced,Low,2024-25,2024-07-24T16:54:00,2024-07-27T16:54:00
PO-2023-000942,VEN-100530,EMP-20016,EMP-20001,Operations,Standard,Professional Services,2023-02-18,2023-03-15,498693.32,INR,30,Partially Invoiced,Medium,2022-23,2023-02-18T17:15:00,2023-02-28T22:15:00
PO-2023-000943,VEN-100567,EMP-20118,EMP-20019,Procurement,Service,IT & Software,2023-10-01,2023-10-31,311093.29,INR,15,Approved,High,2023-24,2023-10-01T14:38:00,2023-10-06T22:38:00
PO-2026-000944,VEN-100565,EMP-20067,,Legal,Standard,Material Procurement,2026-06-09,2026-07-01,112084.75,INR,45,Pending Approval,High,2026-27,2026-06-09T13:15:00,2026-06-19T19:15:00
PO-2025-000945,VEN-100309,EMP-20047,EMP-20128,Procurement,Standard,Professional Services,2025-12-12,2026-01-03,272152.11,INR,60,Approved,Medium,2025-26,2025-12-12T15:38:00,2025-12-18T18:38:00
PO-2022-000946,VEN-100252,EMP-20067,,Legal,Standard,Material Procurement,2022-10-24,2022-11-12,191707.28,INR,90,Pending Approval,Medium,2022-23,2022-10-24T18:20:00,2022-10-31T00:20:00
PO-2021-000947,VEN-100537,EMP-20089,EMP-20128,Procurement,Standard,IT & Software,2021-04-04,2021-04-23,732085.77,INR,30,Approved,Medium,2021-22,2021-04-04T15:26:00,2021-04-07T17:26:00
PO-2021-000948,VEN-100602,EMP-20054,EMP-20116,Procurement,Service,Raw Materials,2021-02-10,2021-03-02,209957.65,INR,60,Cancelled,Medium,2020-21,2021-02-10T14:05:00,2021-02-15T19:05:00
PO-2023-000949,VEN-100613,EMP-20016,EMP-20019,Operations,Service,Professional Services,2023-03-22,2023-04-14,802041.05,INR,30,Approved,Urgent,2022-23,2023-03-22T12:51:00,2023-03-24T17:51:00
PO-2023-000950,VEN-100450,EMP-20087,EMP-20001,Procurement,Standard,Construction & Contracting,2023-12-15,2023-12-31,593334.12,INR,60,Cancelled,High,2023-24,2023-12-15T16:25:00,2023-12-22T16:25:00
PO-2025-000951,VEN-100336,EMP-20066,EMP-20019,Procurement,Standard,Material Procurement,2025-07-24,2025-08-14,203254.06,INR,30,Partially Invoiced,Medium,2025-26,2025-07-24T18:25:00,2025-07-26T22:25:00
PO-2024-000952,VEN-100287,EMP-20018,EMP-20069,Operations,Standard,Construction & Contracting,2024-01-15,2024-02-08,584637.47,INR,45,Partially Invoiced,Medium,2023-24,2024-01-15T10:06:00,2024-01-24T16:06:00
PO-2021-000953,VEN-100360,EMP-20134,EMP-20008,Operations,Blanket,Material Procurement,2021-07-24,2021-08-27,4031472.91,INR,45,Approved,Medium,2021-22,2021-07-24T18:36:00,2021-08-01T00:36:00
PO-2023-000954,VEN-100423,EMP-20089,EMP-20081,Procurement,Standard,Material Procurement,2023-11-04,2023-11-22,774336.91,INR,30,Closed,Medium,2023-24,2023-11-04T14:01:00,2023-11-11T20:01:00
PO-2023-000955,VEN-100481,EMP-20123,EMP-20001,Procurement,Service,IT & Software,2023-01-28,2023-02-24,705792.01,INR,30,Closed,Medium,2022-23,2023-01-28T17:06:00,2023-02-07T21:06:00
PO-2024-000956,VEN-100451,EMP-20038,EMP-20059,Admin,Blanket,Material Procurement,2024-04-30,2024-06-02,4891178.42,INR,15,Approved,Medium,2024-25,2024-04-30T09:09:00,2024-05-06T16:09:00
PO-2021-000957,VEN-100594,EMP-20127,EMP-20092,Procurement,Service,Professional Services,2021-11-05,2021-11-25,135452.79,INR,45,Closed,Medium,2021-22,2021-11-05T13:44:00,2021-11-14T19:44:00
PO-2022-000958,VEN-100237,EMP-20064,EMP-20103,Legal,Service,Material Procurement,2022-04-28,2022-05-23,1144805.00,INR,30,Partially Invoiced,Low,2022-23,2022-04-28T15:45:00,2022-05-05T23:45:00
PO-2025-000959,VEN-100615,EMP-20019,EMP-20078,Procurement,Contract,Material Procurement,2025-03-13,2025-04-28,9088338.49,INR,30,Approved,High,2024-25,2025-03-13T10:12:00,2025-03-20T11:12:00
PO-2023-000960,VEN-100259,EMP-20089,EMP-20010,Procurement,Standard,Professional Services,2023-03-29,2023-04-13,510277.81,INR,30,Closed,Low,2022-23,2023-03-29T12:07:00,2023-04-04T16:07:00
PO-2022-000961,VEN-100732,EMP-20150,,Legal,Standard,Construction & Contracting,2022-08-18,2022-09-10,274849.26,INR,45,Pending Approval,Low,2022-23,2022-08-18T18:13:00,2022-08-27T23:13:00
PO-2021-000962,VEN-100591,EMP-20134,EMP-20128,Operations,Standard,Material Procurement,2021-10-05,2021-10-22,383732.13,INR,15,Cancelled,Low,2021-22,2021-10-05T16:45:00,2021-10-12T16:45:00
PO-2022-000963,VEN-100442,EMP-20088,,Procurement,Standard,Professional Services,2022-02-13,2022-03-01,389632.41,INR,15,Draft,Medium,2021-22,2022-02-13T16:29:00,2022-02-18T17:29:00
PO-2021-000964,VEN-100271,EMP-20138,EMP-20113,Admin,Standard,Material Procurement,2021-01-29,2021-02-16,146251.09,INR,30,Approved,High,2020-21,2021-01-29T12:18:00,2021-02-04T16:18:00
PO-2021-000965,VEN-100477,EMP-20138,EMP-20127,Admin,Service,Professional Services,2021-11-09,2021-11-30,1404746.48,INR,45,Closed,Low,2021-22,2021-11-09T11:17:00,2021-11-11T15:17:00
PO-2024-000966,VEN-100620,EMP-20025,EMP-20069,IT,Standard,IT & Software,2024-04-27,2024-05-21,429796.30,INR,30,Closed,Medium,2024-25,2024-04-27T12:51:00,2024-05-06T19:51:00
PO-2023-000967,VEN-100372,EMP-20042,EMP-20133,Procurement,Standard,Construction & Contracting,2023-09-01,2023-09-16,204669.05,INR,45,Approved,Low,2023-24,2023-09-01T13:04:00,2023-09-01T15:04:00
PO-2023-000968,VEN-100586,EMP-20095,EMP-20133,Operations,Standard,IT & Software,2023-02-12,2023-03-05,390559.04,INR,45,Approved,Medium,2022-23,2023-02-12T15:22:00,2023-02-16T23:22:00
PO-2024-000969,VEN-100442,EMP-20118,EMP-20010,Procurement,Standard,Professional Services,2024-12-27,2025-01-13,494170.27,INR,15,Approved,High,2024-25,2024-12-27T14:35:00,2025-01-03T21:35:00
PO-2025-000970,VEN-100716,EMP-20062,EMP-20058,IT,Service,Professional Services,2025-10-18,2025-11-14,858962.37,INR,60,Approved,Medium,2025-26,2025-10-18T18:22:00,2025-10-24T21:22:00
PO-2021-000971,VEN-100659,EMP-20126,EMP-20072,Procurement,Blanket,Construction & Contracting,2021-01-22,2021-02-24,4642727.88,INR,15,Approved,Medium,2020-21,2021-01-22T15:23:00,2021-01-30T18:23:00
PO-2022-000972,VEN-100237,EMP-20132,EMP-20057,Admin,Standard,Material Procurement,2022-07-14,2022-07-29,97934.08,INR,30,Approved,Low,2022-23,2022-07-14T18:17:00,2022-07-25T01:17:00
PO-2025-000973,VEN-100505,EMP-20011,EMP-20004,IT,Contract,Material Procurement,2025-11-03,2025-12-25,14381025.24,INR,30,Approved,Urgent,2025-26,2025-11-03T17:40:00,2025-11-11T00:40:00
PO-2026-000974,VEN-100349,EMP-20105,EMP-20007,Procurement,Service,Material Procurement,2026-01-06,2026-01-28,988945.32,INR,30,Closed,Medium,2025-26,2026-01-06T10:55:00,2026-01-08T11:55:00
PO-2025-000975,VEN-100521,EMP-20030,EMP-20007,Legal,Standard,Material Procurement,2025-10-13,2025-10-31,519045.57,INR,30,Approved,High,2025-26,2025-10-13T18:39:00,2025-10-13T23:39:00
PO-2021-000976,VEN-100699,EMP-20070,,IT,Blanket,Logistics & Transportation,2021-01-30,2021-03-11,1261460.96,INR,30,Rejected,Low,2020-21,2021-01-30T14:26:00,2021-02-09T14:26:00
PO-2024-000977,VEN-100274,EMP-20051,EMP-20013,Legal,Blanket,Logistics & Transportation,2024-05-31,2024-07-03,2756865.62,INR,60,Partially Invoiced,Medium,2024-25,2024-05-31T16:26:00,2024-06-02T16:26:00
PO-2023-000978,VEN-100439,EMP-20065,EMP-20146,Operations,Service,Professional Services,2023-08-07,2023-08-28,220686.13,INR,30,Closed,Low,2023-24,2023-08-07T09:58:00,2023-08-08T11:58:00
PO-2023-000979,VEN-100288,EMP-20048,EMP-20010,Legal,Standard,IT & Software,2023-02-07,2023-03-01,510634.33,INR,15,Approved,High,2022-23,2023-02-07T09:56:00,2023-02-10T13:56:00
PO-2022-000980,VEN-100706,EMP-20144,EMP-20078,Operations,Contract,Professional Services,2022-08-11,2022-09-27,17427132.25,INR,30,Partially Invoiced,Medium,2022-23,2022-08-11T12:08:00,2022-08-20T17:08:00
PO-2021-000981,VEN-100518,EMP-20057,EMP-20067,Legal,Blanket,Professional Services,2021-07-09,2021-08-15,1727597.41,INR,30,Approved,Medium,2021-22,2021-07-09T13:37:00,2021-07-14T18:37:00
PO-2021-000982,VEN-100676,EMP-20116,EMP-20001,Procurement,Standard,Professional Services,2021-11-15,2021-12-08,514045.47,INR,45,Partially Invoiced,High,2021-22,2021-11-15T17:13:00,2021-11-21T22:13:00
PO-2023-000983,VEN-100678,EMP-20066,EMP-20146,Procurement,Standard,Material Procurement,2023-11-18,2023-12-06,567231.72,INR,30,Closed,Low,2023-24,2023-11-18T12:13:00,2023-11-25T16:13:00
PO-2023-000984,VEN-100253,EMP-20026,EMP-20081,Procurement,Standard,Material Procurement,2023-02-13,2023-03-10,514113.09,INR,30,Closed,Low,2022-23,2023-02-13T17:57:00,2023-02-13T22:57:00
PO-2026-000985,VEN-100720,EMP-20025,EMP-20075,IT,Service,Material Procurement,2026-01-24,2026-02-14,1310527.20,INR,30,Approved,Low,2025-26,2026-01-24T10:58:00,2026-01-29T14:58:00
PO-2023-000986,VEN-100342,EMP-20103,EMP-20116,Admin,Standard,Logistics & Transportation,2023-06-10,2023-07-01,607835.01,INR,60,Approved,Low,2023-24,2023-06-10T15:53:00,2023-06-13T19:53:00
PO-2023-000987,VEN-100482,EMP-20133,EMP-20019,IT,Standard,Construction & Contracting,2023-11-05,2023-11-21,550880.78,INR,30,Approved,High,2023-24,2023-11-05T14:27:00,2023-11-09T20:27:00
PO-2022-000988,VEN-100643,EMP-20008,EMP-20123,Operations,Standard,Material Procurement,2022-02-11,2022-03-07,153948.17,INR,90,Approved,Urgent,2021-22,2022-02-11T10:08:00,2022-02-21T15:08:00
PO-2024-000989,VEN-100267,EMP-20021,EMP-20081,Operations,Standard,Professional Services,2024-09-10,2024-09-27,618512.91,INR,90,Partially Invoiced,Medium,2024-25,2024-09-10T11:56:00,2024-09-12T15:56:00
PO-2025-000990,VEN-100436,EMP-20019,EMP-20128,Procurement,Standard,Professional Services,2025-09-28,2025-10-18,689765.70,INR,30,Approved,Medium,2025-26,2025-09-28T08:30:00,2025-09-30T13:30:00
PO-2024-000991,VEN-100298,EMP-20105,EMP-20081,Procurement,Standard,Logistics & Transportation,2024-12-17,2025-01-04,330386.65,INR,30,Approved,Low,2024-25,2024-12-17T09:24:00,2024-12-19T14:24:00
PO-2022-000992,VEN-100322,EMP-20084,EMP-20075,Procurement,Service,Construction & Contracting,2022-12-12,2023-01-08,1352130.87,INR,90,Partially Invoiced,Low,2022-23,2022-12-12T18:47:00,2022-12-21T18:47:00
PO-2025-000993,VEN-100379,EMP-20134,EMP-20114,Operations,Standard,Material Procurement,2025-03-20,2025-04-10,207247.13,INR,90,Approved,High,2024-25,2025-03-20T09:41:00,2025-03-23T11:41:00
PO-2022-000994,VEN-100578,EMP-20051,EMP-20069,Legal,Standard,Professional Services,2022-08-07,2022-08-26,259001.89,INR,45,Approved,Low,2022-23,2022-08-07T14:43:00,2022-08-14T14:43:00
PO-2024-000995,VEN-100405,EMP-20088,EMP-20007,Procurement,Standard,Professional Services,2024-11-06,2024-11-22,333617.51,INR,30,Closed,Low,2024-25,2024-11-06T18:55:00,2024-11-12T18:55:00
PO-2023-000996,VEN-100339,EMP-20070,EMP-20001,IT,Standard,Material Procurement,2023-04-03,2023-04-24,417902.08,INR,30,Closed,Low,2023-24,2023-04-03T08:19:00,2023-04-09T12:19:00
PO-2025-000997,VEN-100670,EMP-20026,EMP-20072,Procurement,Service,Professional Services,2025-09-25,2025-10-23,1213506.67,INR,45,Closed,High,2025-26,2025-09-25T13:07:00,2025-09-27T19:07:00
PO-2025-000998,VEN-100599,EMP-20081,EMP-20128,Procurement,Blanket,Construction & Contracting,2025-07-23,2025-08-31,860041.00,INR,45,Approved,Low,2025-26,2025-07-23T15:27:00,2025-07-23T22:27:00
PO-2022-000999,VEN-100418,EMP-20011,EMP-20116,IT,Standard,Raw Materials,2022-11-23,2022-12-18,404456.59,INR,45,Approved,Low,2022-23,2022-11-23T12:49:00,2022-11-23T20:49:00
PO-2023-001000,VEN-100409,EMP-20047,EMP-20055,Procurement,Standard,Professional Services,2023-01-02,2023-01-17,348221.68,INR,30,Approved,Low,2022-23,2023-01-02T16:47:00,2023-01-08T19:47:00
PO-2026-001001,VEN-100350,EMP-20019,EMP-20105,Procurement,Standard,Construction & Contracting,2026-06-14,2026-07-06,122692.34,INR,30,Approved,Medium,2026-27,2026-06-14T17:15:00,2026-06-23T00:15:00
PO-2021-001002,VEN-100260,EMP-20018,EMP-20025,Operations,Standard,Professional Services,2021-06-11,2021-07-01,54672.72,USD,30,Closed,Medium,2021-22,2021-06-11T18:47:00,2021-06-16T00:47:00
PO-2023-001003,VEN-100507,EMP-20007,EMP-20128,Procurement,Standard,Professional Services,2023-06-07,2023-06-23,603744.45,INR,45,Partially Invoiced,High,2023-24,2023-06-07T11:36:00,2023-06-11T15:36:00
PO-2025-001004,VEN-100659,EMP-20115,EMP-20001,Admin,Standard,Construction & Contracting,2025-04-07,2025-04-28,640135.69,INR,15,Closed,Medium,2025-26,2025-04-07T12:47:00,2025-04-09T16:47:00
PO-2021-001005,VEN-100580,EMP-20148,EMP-20055,IT,Standard,Professional Services,2021-02-08,2021-03-01,333969.74,INR,30,Approved,Medium,2020-21,2021-02-08T18:08:00,2021-02-12T22:08:00
PO-2021-001006,VEN-100551,EMP-20133,EMP-20019,IT,Service,Raw Materials,2021-05-11,2021-06-09,970542.17,INR,30,Approved,Medium,2021-22,2021-05-11T12:46:00,2021-05-20T19:46:00
PO-2022-001007,VEN-100638,EMP-20088,EMP-20114,Procurement,Service,Material Procurement,2022-12-11,2023-01-07,526690.42,INR,15,Approved,Medium,2022-23,2022-12-11T10:29:00,2022-12-18T13:29:00
PO-2023-001008,VEN-100599,EMP-20042,EMP-20146,Procurement,Service,Construction & Contracting,2023-09-24,2023-10-22,420754.27,INR,45,Approved,Low,2023-24,2023-09-24T13:05:00,2023-09-27T21:05:00
PO-2024-001009,VEN-100479,EMP-20068,EMP-20001,Admin,Standard,Professional Services,2024-07-02,2024-07-22,269387.02,INR,45,Closed,Medium,2024-25,2024-07-02T17:27:00,2024-07-08T17:27:00
PO-2025-001010,VEN-100419,EMP-20126,EMP-20103,Procurement,Service,Construction & Contracting,2025-10-07,2025-10-28,1485036.35,INR,30,Approved,Medium,2025-26,2025-10-07T09:25:00,2025-10-10T12:25:00
PO-2022-001011,VEN-100304,EMP-20128,EMP-20069,IT,Standard,Material Procurement,2022-03-22,2022-04-12,695292.30,INR,90,Partially Invoiced,Low,2021-22,2022-03-22T17:17:00,2022-03-27T22:17:00
PO-2023-001012,VEN-100668,EMP-20025,EMP-20127,IT,Service,Professional Services,2023-03-15,2023-04-07,1045923.62,INR,30,Closed,Medium,2022-23,2023-03-15T14:31:00,2023-03-22T18:31:00
PO-2024-001013,VEN-100543,EMP-20041,EMP-20103,Procurement,Contract,Material Procurement,2024-09-05,2024-10-22,4374905.93,INR,90,Approved,High,2024-25,2024-09-05T18:58:00,2024-09-07T00:58:00
PO-2024-001014,VEN-100633,EMP-20145,EMP-20001,Operations,Standard,Professional Services,2024-06-23,2024-07-16,349158.92,INR,30,Approved,Low,2024-25,2024-06-23T09:38:00,2024-07-02T15:38:00
PO-2025-001015,VEN-100247,EMP-20071,EMP-20117,Admin,Service,Construction & Contracting,2025-03-02,2025-03-31,291365.36,INR,30,Closed,Medium,2024-25,2025-03-02T18:24:00,2025-03-11T02:24:00
PO-2022-001016,VEN-100360,EMP-20041,EMP-20081,Procurement,Standard,Material Procurement,2022-10-23,2022-11-09,585371.58,INR,45,Approved,High,2022-23,2022-10-23T12:04:00,2022-10-23T15:04:00
PO-2023-001017,VEN-100630,EMP-20103,EMP-20019,Admin,Standard,Raw Materials,2023-10-22,2023-11-16,554845.10,USD,30,Approved,High,2023-24,2023-10-22T09:51:00,2023-10-31T14:51:00
PO-2023-001018,VEN-100339,EMP-20060,EMP-20001,Procurement,Standard,Material Procurement,2023-12-01,2023-12-23,770917.37,INR,30,Approved,Low,2023-24,2023-12-01T14:04:00,2023-12-07T18:04:00
PO-2025-001019,VEN-100730,EMP-20121,EMP-20114,Procurement,Standard,Logistics & Transportation,2025-08-23,2025-09-07,626862.31,INR,30,Closed,Low,2025-26,2025-08-23T12:51:00,2025-08-29T12:51:00
PO-2025-001020,VEN-100473,EMP-20084,EMP-20069,Procurement,Service,Material Procurement,2025-10-01,2025-10-25,791761.56,INR,30,Closed,High,2025-26,2025-10-01T17:48:00,2025-10-02T19:48:00
PO-2024-001021,VEN-100477,EMP-20087,EMP-20081,Procurement,Service,Professional Services,2024-08-07,2024-08-28,255827.65,INR,45,Approved,Medium,2024-25,2024-08-07T15:57:00,2024-08-14T18:57:00
PO-2021-001022,VEN-100405,EMP-20075,EMP-20128,IT,Standard,Professional Services,2021-03-15,2021-04-01,369620.85,INR,30,Partially Invoiced,Medium,2020-21,2021-03-15T10:33:00,2021-03-19T10:33:00
PO-2024-001023,VEN-100379,EMP-20079,EMP-20059,IT,Service,Material Procurement,2024-12-31,2025-01-27,1085014.54,INR,90,Approved,Low,2024-25,2024-12-31T18:18:00,2025-01-02T20:18:00
PO-2021-001024,VEN-100330,EMP-20134,EMP-20001,Operations,Standard,Material Procurement,2021-10-31,2021-11-24,322775.67,INR,30,Closed,High,2021-22,2021-10-31T08:16:00,2021-11-05T16:16:00
PO-2023-001025,VEN-100589,EMP-20084,,Procurement,Standard,Construction & Contracting,2023-10-24,2023-11-13,722503.11,INR,45,Rejected,Low,2023-24,2023-10-24T16:23:00,2023-10-30T23:23:00
PO-2022-001026,VEN-100680,EMP-20042,EMP-20075,Procurement,Blanket,Construction & Contracting,2022-12-03,2023-01-05,2669236.18,INR,60,Closed,Medium,2022-23,2022-12-03T12:13:00,2022-12-06T14:13:00
PO-2024-001027,VEN-100416,EMP-20134,EMP-20072,Operations,Service,Material Procurement,2024-07-31,2024-08-20,1194447.66,INR,30,Closed,Low,2024-25,2024-07-31T16:57:00,2024-08-03T19:57:00
PO-2024-001028,VEN-100473,EMP-20148,EMP-20114,IT,Standard,Material Procurement,2024-01-01,2024-01-24,510461.57,INR,30,Cancelled,Medium,2023-24,2024-01-01T09:51:00,2024-01-01T16:51:00
PO-2022-001029,VEN-100621,EMP-20116,EMP-20128,Procurement,Standard,Construction & Contracting,2022-04-13,2022-05-05,223455.86,INR,60,Partially Invoiced,High,2022-23,2022-04-13T10:02:00,2022-04-22T14:02:00
PO-2022-001030,VEN-100613,EMP-20065,EMP-20040,Operations,Standard,Professional Services,2022-09-13,2022-09-28,172260.98,INR,30,Partially Invoiced,High,2022-23,2022-09-13T11:14:00,2022-09-16T18:14:00
PO-2023-001031,VEN-100552,EMP-20023,EMP-20117,Admin,Standard,Material Procurement,2023-06-25,2023-07-11,630594.75,INR,15,Approved,Medium,2023-24,2023-06-25T15:12:00,2023-06-26T23:12:00
PO-2025-001032,VEN-100639,EMP-20056,EMP-20069,Admin,Service,Material Procurement,2025-12-21,2026-01-17,484943.39,INR,60,Approved,High,2025-26,2025-12-21T18:12:00,2025-12-31T01:12:00
PO-2022-001033,VEN-100234,EMP-20062,EMP-20010,IT,Service,Construction & Contracting,2022-08-05,2022-09-04,921963.51,INR,45,Closed,Medium,2022-23,2022-08-05T12:16:00,2022-08-13T15:16:00
PO-2023-001034,VEN-100458,EMP-20065,EMP-20007,Operations,Service,Construction & Contracting,2023-09-26,2023-10-16,779440.31,INR,60,Closed,Urgent,2023-24,2023-09-26T13:57:00,2023-10-04T20:57:00
PO-2024-001035,VEN-100576,EMP-20041,EMP-20007,Procurement,Standard,IT & Software,2024-07-30,2024-08-24,614339.30,INR,60,Closed,High,2024-25,2024-07-30T16:52:00,2024-08-01T19:52:00
PO-2026-001036,VEN-100303,EMP-20058,EMP-20114,Procurement,Standard,Material Procurement,2026-03-15,2026-04-08,413879.24,INR,30,Approved,Low,2025-26,2026-03-15T11:36:00,2026-03-25T13:36:00
PO-2026-001037,VEN-100446,EMP-20041,EMP-20010,Procurement,Standard,Material Procurement,2026-05-14,2026-06-06,332085.99,INR,60,Approved,Low,2026-27,2026-05-14T15:41:00,2026-05-23T21:41:00
PO-2022-001038,VEN-100410,EMP-20058,,Procurement,Contract,Logistics & Transportation,2022-11-15,2023-01-04,9967651.80,INR,30,Pending Approval,Medium,2022-23,2022-11-15T13:28:00,2022-11-19T19:28:00
PO-2025-001039,VEN-100619,EMP-20083,EMP-20016,IT,Service,Professional Services,2025-07-08,2025-07-30,58225.16,INR,45,Cancelled,Urgent,2025-26,2025-07-08T15:49:00,2025-07-12T15:49:00
PO-2023-001040,VEN-100722,EMP-20053,EMP-20058,Procurement,Standard,IT & Software,2023-02-23,2023-03-15,580421.34,INR,30,Approved,Medium,2022-23,2023-02-23T16:35:00,2023-02-26T19:35:00
PO-2025-001041,VEN-100661,EMP-20112,EMP-20010,Admin,Standard,IT & Software,2025-01-17,2025-02-10,237321.34,INR,15,Approved,Medium,2024-25,2025-01-17T15:02:00,2025-01-27T21:02:00
