vendor_id,vendor_name,vendor_type,gst_number,pan_number,bank_account_number,ifsc_code,city,state,onboarding_date,vendor_status,risk_category,contact_email,contact_phone,payment_terms_days,last_transaction_date
VEN-100462,Sundaram Softwares Pvt Ltd,IT Vendor,09OSNTQ2172U7ZP,OSNTQ2172U,344343472608108751,AXIS0QJ1A6Y,Noida,Uttar Pradesh,2022-08-18,Active,Low,info@sundaram.com,+917560241237,30,2025-01-16
VEN-100463,Sagar Trading Co,Goods Supplier,09DHXRX3132M1Z9,DHXRX3132M,56296793969408,KKBK0AWTHLM,Noida,Uttar Pradesh,2021-11-26,Active,Low,accounts@sagarsupplies.in,+917011705179,60,2026-02-12
VEN-100464,Maruti Enterprises Pvt Ltd,Goods Supplier,24GTKXF0825B8ZU,GTKXF0825B,103060437476,CNRB0R67BKY,Ahmedabad,Gujarat,2019-05-29,Inactive,Low,accounts@marutisupplies.in,+917903952637,30,
VEN-100465,Apex Softwares Pvt Ltd,IT Vendor,36DZBRK5619L1Z9,DZBRK5619L,600035870508,UTIB0XNAMGQ,Hyderabad,Telangana,2021-06-08,Active,High,info@apex.com,+919484822793,30,2025-06-14
VEN-100466,Nexora Facility Services Pvt Ltd,Service Provider,24DLSOF4839N7ZT,DLSOF4839N,433337221186695746,PUNB0EGJGWY,Ahmedabad,Gujarat,2025-04-24,Active,Low,info@nexora.com,+917694902519,45,2026-05-22
VEN-100467,Trident Trading Co,Goods Supplier,07IGTTM6756B2Z4,IGTTM6756B,098309379306,AXIS0LTHPA3,Delhi,Delhi,2022-12-09,Active,Low,accounts@tridentsupplies.in,+919154969961,30,2025-02-10
VEN-100468,Sagar Distributors Pvt Ltd,Goods Supplier,29EARVY5189V6ZL,EARVY5189V,801331976937,ICIC0CZHMLZ,Bengaluru,Karnataka,2019-06-02,Active,Low,accounts@sagarsupplies.in,+916490234407,60,2026-04-15
VEN-100469,Prime Contractors & Builders,Contractor,27ZQTAJ9306W7ZL,ZQTAJ9306W,8874397542990635,ICIC004R862,Mumbai,Maharashtra,2019-05-01,Active,Medium,info@prime.com,+916773905996,30,2025-04-19
VEN-100470,Kalpana Constructions Pvt Ltd,Contractor,07TCCYA7200K9ZC,TCCYA7200K,874747584509285117,PUNB06BZ5ML,Delhi,Delhi,2020-11-03,Active,Low,info@kalpana.com,+918875692700,30,2025-03-03
VEN-100471,Vishnu Contractors & Builders,Contractor,27XLZRI7966C5ZK,XLZRI7966C,383345721648379484,SBIN05RF05B,Pune,Maharashtra,2023-11-02,Active,Low,info@vishnu.com,+917192042141,60,2026-07-17
VEN-100472,Ganges Distributors Pvt Ltd,Goods Supplier,36MLWMR3197T5Z9,MLWMR3197T,54249633665533,SBIN0DY2GF7,Hyderabad,Telangana,2019-04-24,Inactive,Medium,accounts@gangessupplies.in,+919755311369,30,
VEN-100473,Jaya Distributors Pvt Ltd,Goods Supplier,36XIWJD3549X5Z4,XIWJD3549X,317737420365794382,PUNB0YL4QQ7,Hyderabad,Telangana,2024-08-01,Active,Low,accounts@jayasupplies.in,+916222064379,30,2026-01-27
VEN-100474,Apex Builders LLP,Contractor,19CHHSL1191K9ZU,CHHSL1191K,1830431676370577,UTIB0225IX8,Kolkata,West Bengal,2025-01-01,Active,Low,info@apex.com,+916455631884,30,2025-09-25
VEN-100475,Kalpana Industrial Supplies Pvt Ltd,Goods Supplier,27VFBFG1853Y7Z1,VFBFG1853Y,4665052507538125,BARB0AKI57L,Mumbai,Maharashtra,2019-11-01,Inactive,Low,accounts@kalpanasupplies.in,+918449672131,15,
VEN-100476,Nandi Systems Pvt Ltd,IT Vendor,09VJBQO8253G3ZL,VJBQO8253G,47743794576901,HDFC0UMUYXA,Noida,Uttar Pradesh,2021-03-09,Suspended,Low,info@nandi.com,+918214804078,30,2025-09-27
VEN-100477,Himalaya Services Pvt Ltd,Service Provider,09TRAYM0028S9ZH,TRAYM0028S,0506233044108698,IOBA0P79OY6,Noida,Uttar Pradesh,2022-07-18,Active,Low,info@himalaya.com,+919577772038,45,2026-01-18
VEN-100478,Ravi Constructions Pvt Ltd,Contractor,29QKPJZ7168V9ZQ,QKPJZ7168V,9021964568399136,SBIN0UKZSTE,Bengaluru,Karnataka,2023-08-18,Blacklisted,High,info@ravi.com,+916525976743,60,2024-02-25
VEN-100479,Trident Facility Services Pvt Ltd,Service Provider,07JKTCQ4881A9Z6,JKTCQ4881A,109248508001170294,AXIS0N0LCDA,Delhi,Delhi,2020-09-06,Active,Low,info@trident.com,+919943247774,45,2025-12-26
VEN-100480,Southbridge Transport Pvt Ltd,Logistics Partner,06JZTCG0286D8ZO,JZTCG0286D,2903782401879454,BARB0DXN1LP,Gurugram,Haryana,2020-07-14,Active,Low,info@southbridge.com,+918646904237,45,2025-06-30
VEN-100481,Om Sai Softwares Pvt Ltd,IT Vendor,07IRVFL7911X1ZS,IRVFL7911X,360566142540293499,SBIN045KNGZ,Delhi,Delhi,2019-06-23,Active,High,info@omsai.com,+917510237335,30,2026-06-22
VEN-100482,Unity Contractors & Builders,Contractor,29VIGMF6421R9Z4,VIGMF6421R,68174901646984,KKBK01BE6QD,Bengaluru,Karnataka,2022-09-09,Inactive,Low,info@unity.com,+917495486254,30,
VEN-100483,Starlite Services Pvt Ltd,Service Provider,27UUBHH6938T6ZJ,UUBHH6938T,538669665404356222,IOBA0L8XB86,Pune,Maharashtra,2024-01-28,Inactive,Low,info@starlite.com,+919256167861,45,2024-11-06
VEN-100484,Xenon Solutions Pvt Ltd,Service Provider,27SHGPQ3883M8ZH,SHGPQ3883M,516298901994952510,KKBK0MH3FB5,Mumbai,Maharashtra,2022-04-06,Active,Low,info@xenon.com,+916252796285,30,2025-12-12
VEN-100485,Lakshmi Chemicals Pvt Ltd,Raw Material Supplier,29FQOGO8153H3ZO,FQOGO8153H,50156981242689,IOBA038BKLD,Bengaluru,Karnataka,2018-07-25,Inactive,Low,info@lakshmi.com,+919473635284,60,
VEN-100486,Zenith Facility Services Pvt Ltd,Service Provider,24PJSPS3723M5ZF,PJSPS3723M,8389656070530444,KKBK098DZH6,Ahmedabad,Gujarat,2025-11-25,Active,Medium,info@zenith.com,+916937090600,15,2026-03-20
VEN-100487,Deepak Distributors Pvt Ltd,Goods Supplier,07XFING0067X3ZI,XFING0067X,982817018114771920,SBIN0RI0I24,Delhi,Delhi,2018-11-16,Inactive,Low,accounts@deepaksupplies.in,+918522112670,30,
VEN-100488,Zenith Facility Services Pvt Ltd,Service Provider,36SXMQN7584I9ZQ,SXMQN7584I,54825326433310,KKBK0RRGLR5,Hyderabad,Telangana,2025-03-22,Active,Low,info@zenith.com,+917923732192,30,2026-02-12
VEN-100489,Maruti Freight Services,Logistics Partner,27MKQLP3549P2ZM,MKQLP3549P,1919172025047462,HDFC0SLVRFI,Mumbai,Maharashtra,2021-01-27,Active,Low,info@maruti.com,+916918377617,30,2026-01-29
VEN-100490,Indus Industrial Supplies Pvt Ltd,Goods Supplier,27ADKFU8459G1Z4,ADKFU8459G,82404994048698,IOBA0KJWQMB,Mumbai,Maharashtra,2021-10-28,Inactive,Low,accounts@indussupplies.in,+918872842939,90,
VEN-100491,Kaveri Contractors & Builders,Contractor,24OVFYM1053X7ZQ,OVFYM1053X,2269679044493334,UTIB0XE7F88,Ahmedabad,Gujarat,2024-11-19,Active,Low,info@kaveri.com,+919810714897,45,2025-06-05
VEN-100492,Shreeji Materials Pvt Ltd,Raw Material Supplier,07DZJRV3508K2Z2,DZJRV3508K,968113915658,IOBA04GU5RI,Delhi,Delhi,2019-04-04,Active,Low,info@shreeji.com,+918668352748,30,2025-11-13
VEN-100493,Himalaya Constructions Pvt Ltd,Contractor,33SABWD9172K6ZF,SABWD9172K,416955924011008214,KKBK0SVGTQP,Chennai,Tamil Nadu,2022-03-20,Active,Low,info@himalaya.com,+916812083015,30,2025-10-12
VEN-100494,Falcon Transport Pvt Ltd,Logistics Partner,27AJIPI1792E6ZW,AJIPI1792E,5896649847557034,ICIC0HVXWL8,Mumbai,Maharashtra,2021-04-25,Active,Low,info@falcon.com,+916865302282,30,2025-02-18
VEN-100495,Lakshmi Materials Pvt Ltd,Raw Material Supplier,27WTTUT6455R5Z7,WTTUT6455R,93716043240971,IOBA0OEW753,Mumbai,Maharashtra,2024-09-25,Blacklisted,High,info@lakshmi.com,+916011990772,30,2024-12-31
VEN-100496,Bharat Facility Services Pvt Ltd,Service Provider,33MPUJC1852A2Z4,MPUJC1852A,11854960874874,SBIN06MRQ2Z,Chennai,Tamil Nadu,2021-09-07,Inactive,Medium,info@bharat.com,+919361040399,45,
VEN-100497,Orion InfoTech Pvt Ltd,IT Vendor,27VPODD4973T1ZK,VPODD4973T,38280391231340,CNRB0DHQE0A,Mumbai,Maharashtra,2018-07-10,Inactive,Medium,info@orion.com,+916302381282,30,2024-09-09
VEN-100498,Sundaram Softwares Pvt Ltd,IT Vendor,09RCKYI8037E2Z6,RCKYI8037E,144352557016,BARB0P3TGQ4,Noida,Uttar Pradesh,2025-11-09,Active,Low,info@sundaram.com,+918578424638,30,2025-12-13
VEN-100499,Unity Facility Services Pvt Ltd,Service Provider,09HGWDK6494G5Z8,HGWDK6494G,85927220039210,PUNB0PT0375,Noida,Uttar Pradesh,2023-09-10,Inactive,Low,info@unity.com,+919352681316,15,
VEN-100500,Lakshmi Facility Services Pvt Ltd,Service Provider,27AMBXB4248E5ZH,AMBXB4248E,40755364624312,SBIN008H7YI,Mumbai,Maharashtra,2023-08-13,Active,Low,info@lakshmi.com,+918626770582,30,2025-09-08
VEN-100501,Northgate Systems Pvt Ltd,IT Vendor,27ZAYIR5501D5ZR,ZAYIR5501D,6214865041203423,PUNB0FKO3W8,Pune,Maharashtra,2024-02-24,Active,Low,info@northgate.com,+916195722300,45,2025-05-04
VEN-100502,Riverside Materials Pvt Ltd,Raw Material Supplier,09CYPCG5792P5ZY,CYPCG5792P,66088243059243,AXIS0RK5QZK,Noida,Uttar Pradesh,2019-01-30,Active,Low,info@riverside.com,+916712146211,15,2025-07-29
VEN-100503,Nandi Facility Services Pvt Ltd,Service Provider,07BXMAJ5681Y3ZD,BXMAJ5681Y,112825569989,AXIS0V5ZJKY,Delhi,Delhi,2021-06-05,Inactive,Low,info@nandi.com,+918227704359,15,
VEN-100504,Kalpana Constructions Pvt Ltd,Contractor,19NWOKQ7801H3ZF,NWOKQ7801H,568253523114,PUNB05SP35F,Kolkata,West Bengal,2021-07-22,Active,Low,info@kalpana.com,+918469300060,60,2025-02-01
VEN-100505,Everest Industrial Supplies Pvt Ltd,Goods Supplier,27EYCUO3776X3ZM,EYCUO3776X,3196720865449017,CNRB0M1D1F0,Mumbai,Maharashtra,2018-01-06,Active,Medium,accounts@everestsupplies.in,+919333554521,30,2025-08-22
VEN-100506,Ravi Raw Materials Ltd,Raw Material Supplier,29VUJBS6024T9ZT,VUJBS6024T,7066991020138155,HDFC09QYNJH,Bengaluru,Karnataka,2024-05-24,Active,Low,info@ravi.com,+917502106621,45,2025-11-11
VEN-100507,Everest Services Pvt Ltd,Service Provider,07KSJSN2370B7ZI,KSJSN2370B,193281773511876437,IOBA0IYJW08,Delhi,Delhi,2019-05-10,Active,Low,info@everest.com,+917827166632,45,2025-10-26
VEN-100508,Himalaya Trading Co,Goods Supplier,06VFNPW1788C2ZT,VFNPW1788C,775615612432887996,CNRB0HYZ3YU,Gurugram,Haryana,2025-12-10,Inactive,Low,accounts@himalayasupplies.in,+917208534585,30,2025-06-19
VEN-100509,Zenith Consulting LLP,Service Provider,19VPYXX8636L3Z3,VPYXX8636L,301572523485,KKBK07T57L5,Kolkata,West Bengal,2019-07-18,Active,Low,info@zenith.com,+916207715903,30,2025-12-12
VEN-100510,Trident Distributors Pvt Ltd,Goods Supplier,29UBSDD7001B9ZD,UBSDD7001B,3808014370128385,SBIN0F3MHRN,Bengaluru,Karnataka,2019-03-08,Blacklisted,High,accounts@tridentsupplies.in,+918702805412,30,2020-09-17
VEN-100511,Himalaya Solutions Pvt Ltd,Service Provider,27PDCJR0859S2ZI,PDCJR0859S,5974284559468868,BARB0RQORU3,Pune,Maharashtra,2018-10-25,Active,Low,info@himalaya.com,+919651527857,15,2025-06-29
VEN-100512,Aarav Cargo Movers Pvt Ltd,Logistics Partner,24UFUUL5906A9ZU,UFUUL5906A,31790473975266,AXIS0NWINK0,Ahmedabad,Gujarat,2024-08-06,Inactive,Medium,info@aarav.com,+919811663581,45,
VEN-100513,Vishnu Infra Projects Pvt Ltd,Contractor,27OOIQY2580V3ZC,OOIQY2580V,5972125273560094,PUNB00OILWE,Mumbai,Maharashtra,2023-08-28,Inactive,Medium,info@vishnu.com,+917068398005,45,
VEN-100514,Apex Industrial Supplies Pvt Ltd,Goods Supplier,24ILUWN8966B6ZE,ILUWN8966B,2845309877411077,UTIB0QTXXZK,Ahmedabad,Gujarat,2023-05-17,Active,Low,accounts@apexsupplies.in,+919962914019,30,2025-06-25
VEN-100515,Trident Industrial Supplies Pvt Ltd,Goods Supplier,33YMFZX6013H7ZF,YMFZX6013H,1453120622098313,CNRB01TFA1G,Chennai,Tamil Nadu,2022-08-31,Active,Low,accounts@tridentsupplies.in,+916997459086,15,2026-07-04
VEN-100516,Aarav Systems Pvt Ltd,IT Vendor,07YKOIV7647H9ZF,YKOIV7647H,816302790757,KKBK0EX4H2U,Delhi,Delhi,2020-04-09,Active,Medium,info@aarav.com,+916305081631,90,2026-01-10
VEN-100517,Prime Distributors Pvt Ltd,Goods Supplier,09RKDBQ9053M8Z2,RKDBQ9053M,2657891987962847,IOBA0IA4VCQ,Noida,Uttar Pradesh,2021-07-13,Active,Low,accounts@primesupplies.in,+918454896431,15,2026-02-16
VEN-100518,Yamuna Solutions Pvt Ltd,Service Provider,36ZEYLJ0676O8ZY,ZEYLJ0676O,316957183547756066,PUNB0DPVNVR,Hyderabad,Telangana,2022-01-30,Active,Low,info@yamuna.com,+916012573329,30,2026-02-08
VEN-100519,Quantum Enterprises Pvt Ltd,Goods Supplier,07GYRTW7829R2ZL,GYRTW7829R,106353949315458257,AXIS03UX3PD,Delhi,Delhi,2021-08-15,Active,Low,accounts@quantumsupplies.in,+919950346821,45,2025-05-03
VEN-100520,Bluepeak Logistics,Logistics Partner,09CMMBN7520L4ZP,CMMBN7520L,0218221624790743,HDFC0Y9UPN3,Noida,Uttar Pradesh,2023-06-28,Active,Low,info@bluepeak.com,+919359655687,30,2026-01-05
VEN-100521,Bluepeak Enterprises Pvt Ltd,Goods Supplier,29XYOXU4985N8ZY,XYOXU4985N,281759826743878253,BARB0WYTFB4,Bengaluru,Karnataka,2023-03-22,Active,Medium,accounts@bluepeaksupplies.in,+918658026891,30,2025-11-21
VEN-100522,Shreeji Enterprises Pvt Ltd,Goods Supplier,29AFQOE1385M7ZV,AFQOE1385M,48924649610357,SBIN0XAY27T,Bengaluru,Karnataka,2023-08-05,Active,Low,accounts@shreejisupplies.in,+916168666078,45,2026-03-02
VEN-100523,Everest Trading Co,Goods Supplier,19MAEMN0478P8ZK,MAEMN0478P,7364389365764857,KKBK01VPYN6,Kolkata,West Bengal,2019-03-17,Active,Medium,accounts@everestsupplies.in,+917969993155,45,2026-02-26
VEN-100524,Aarav Transport Pvt Ltd,Logistics Partner,24RPQGO2167H9ZD,RPQGO2167H,5344678282952287,BARB0P4WLUK,Ahmedabad,Gujarat,2021-03-15,Active,Low,info@aarav.com,+916365797278,30,2026-06-16
VEN-100525,Deepak Industrial Supplies Pvt Ltd,Goods Supplier,24TCUKU8518I9ZV,TCUKU8518I,555327735163087972,IOBA0Z8D2KS,Ahmedabad,Gujarat,2020-07-31,Active,Medium,accounts@deepaksupplies.in,+917985907619,15,2025-12-23
VEN-100526,Sundaram Infra Projects Pvt Ltd,Contractor,07HWNBV9590V8Z5,HWNBV9590V,101121674460,BARB0RO4D3W,Delhi,Delhi,2021-06-18,Active,Low,info@sundaram.com,+918697916705,30,2025-12-12
VEN-100527,Shreeji Trading Co,Goods Supplier,33WVUCT2127V7ZX,WVUCT2127V,98531530818933,ICIC0TQ0XPK,Chennai,Tamil Nadu,2022-05-15,Active,Low,accounts@shreejisupplies.in,+916724119553,60,2025-05-14
VEN-100528,Nexora Enterprises Pvt Ltd,Goods Supplier,06XUAZY4312P5Z3,XUAZY4312P,50794802126932,SBIN0TON7PA,Gurugram,Haryana,2018-09-13,Active,Low,accounts@nexorasupplies.in,+919957447635,60,2025-12-23
VEN-100529,Vishnu Solutions Pvt Ltd,Service Provider,06GVDVM0001Z9Z7,GVDVM0001Z,287424294400,ICIC0TOG51P,Gurugram,Haryana,2023-05-05,Active,Low,info@vishnu.com,+916410739829,90,2026-05-19
VEN-100530,Trident Solutions Pvt Ltd,Service Provider,27FALJW6475P1ZD,FALJW6475P,539876189988,KKBK0T2LITP,Mumbai,Maharashtra,2018-03-07,Active,Low,info@trident.com,+919433577056,30,2025-09-16
VEN-100531,Riverside Enterprises Pvt Ltd,Goods Supplier,36OYBST8620H2ZK,OYBST8620H,06582889369661,BARB0F4ELQ3,Hyderabad,Telangana,2023-07-23,Active,Low,accounts@riversidesupplies.in,+916452874265,45,2025-10-24
VEN-100532,Bharat Builders LLP,Contractor,24BVGWW9120O9ZA,BVGWW9120O,001608609997,PUNB0DPMIIZ,Ahmedabad,Gujarat,2018-10-28,Inactive,Low,info@bharat.com,+919975699588,90,2021-09-27
VEN-100533,Crystal Solutions Pvt Ltd,Service Provider,19LWJNY5454A9ZB,LWJNY5454A,820440883050,ICIC0XIHT95,Kolkata,West Bengal,2021-02-20,Inactive,Low,info@crystal.com,+919599462521,15,
VEN-100534,Bharat Infra Projects Pvt Ltd,Contractor,29MOGMR8527L2ZT,MOGMR8527L,168972632260430051,SBIN05XK8M9,Bengaluru,Karnataka,2018-01-01,Active,Low,info@bharat.com,+917246204931,90,2026-06-24
VEN-100535,Metrocorp Services Pvt Ltd,Service Provider,29QBHFV5773Y3ZD,QBHFV5773Y,127839025038019231,ICIC0MFNVP9,Bengaluru,Karnataka,2025-05-02,Active,Low,info@metrocorp.com,+919890575550,45,2026-05-10
VEN-100536,Trident Distributors Pvt Ltd,Goods Supplier,24DHLKW1231M7ZG,DHLKW1231M,658293649338032361,BARB04L6USZ,Ahmedabad,Gujarat,2020-02-21,Inactive,Low,accounts@tridentsupplies.in,+916006085782,30,
VEN-100537,Crystal Technologies Pvt Ltd,IT Vendor,33GJBMB5631Q5ZB,GJBMB5631Q,233877544072,HDFC0TXBVHF,Chennai,Tamil Nadu,2018-03-01,Active,Medium,info@crystal.com,+918791564272,30,2026-01-26
VEN-100538,Skyline Systems Pvt Ltd,IT Vendor,19IHCQP3909N3ZB,IHCQP3909N,129748644763,ICIC02AZ3WU,Kolkata,West Bengal,2024-05-29,Active,Low,info@skyline.com,+919909515944,45,2025-07-20
VEN-100539,Falcon Freight Services,Logistics Partner,33UAULZ4218C3Z7,UAULZ4218C,05274235370596,AXIS0ZY64OP,Chennai,Tamil Nadu,2019-10-27,Inactive,Low,info@falcon.com,+918064336311,15,
VEN-100540,Deepak Transport Pvt Ltd,Logistics Partner,07NTTMY7949M4ZF,NTTMY7949M,6611185688305807,PUNB0T9P6DZ,Delhi,Delhi,2024-10-27,Active,Low,info@deepak.com,+917283230976,30,2025-03-12
VEN-100541,Trident InfoTech Pvt Ltd,IT Vendor,33HXVIE2992N1ZY,HXVIE2992N,88646471669736,ICIC05GINVQ,Chennai,Tamil Nadu,2025-05-21,Blacklisted,High,info@trident.com,+917875394781,60,2025-02-04
VEN-100542,Indus Industrial Supplies Pvt Ltd,Goods Supplier,24WZOZS1125H8ZA,WZOZS1125H,27116509182189,BARB0K75146,Ahmedabad,Gujarat,2018-01-05,Active,Low,accounts@indussupplies.in,+919430085896,60,2025-05-05
VEN-100543,Sundaram Enterprises Pvt Ltd,Goods Supplier,07JCBSX2329S9Z3,JCBSX2329S,277513493600794790,IOBA0XYLF20,Delhi,Delhi,2020-06-11,Active,Medium,accounts@sundaramsupplies.in,+919400692008,90,2025-08-19
VEN-100544,Shreeji Materials Pvt Ltd,Raw Material Supplier,36CPXPU4507Y4ZR,CPXPU4507Y,521556167555561566,BARB021SFDU,Hyderabad,Telangana,2020-02-12,Active,Low,info@shreeji.com,+917004794955,15,2026-01-25
VEN-100545,Sundaram Industrial Supplies Pvt Ltd,Goods Supplier,19ZOYYU3591P8ZI,ZOYYU3591P,612670685265,SBIN0F65XCL,Kolkata,West Bengal,2022-07-20,Active,High,accounts@sundaramsupplies.in,+918739156380,30,2026-06-02
VEN-100546,Metrocorp Trading Co,Goods Supplier,27WMAOY0627K7ZH,WMAOY0627K,421841153770,ICIC0HNWI59,Mumbai,Maharashtra,2018-07-04,Active,Low,accounts@metrocorpsupplies.in,+919959700796,60,2025-03-02
VEN-100547,Metrocorp Enterprises Pvt Ltd,Goods Supplier,06PVXCV0108X6ZE,PVXCV0108X,051004309279057532,SBIN0SIEJ7U,Gurugram,Haryana,2021-05-03,Active,High,accounts@metrocorpsupplies.in,+916479751488,30,2025-03-14
VEN-100548,Prime Industrial Supplies Pvt Ltd,Goods Supplier,07URKRB8287L8ZG,URKRB8287L,39408947452722,CNRB0IJYB8X,Delhi,Delhi,2024-09-02,Active,Low,accounts@primesupplies.in,+916308973430,90,2025-06-13
VEN-100549,Falcon Industrial Supplies Pvt Ltd,Goods Supplier,36OITCM6766H2Z5,OITCM6766H,453661874361,HDFC0EMXBX9,Hyderabad,Telangana,2023-12-29,Blacklisted,High,accounts@falconsupplies.in,+917197939087,45,2024-01-23
VEN-100550,Bharat Enterprises Pvt Ltd,Goods Supplier,07SEWZR6266B8ZI,SEWZR6266B,947784597530,PUNB0NT1ZAO,Delhi,Delhi,2019-09-15,Active,Low,accounts@bharatsupplies.in,+916039845670,45,2025-04-07
VEN-100551,Riverside Chemicals Pvt Ltd,Raw Material Supplier,09QEOIT9630M2Z2,QEOIT9630M,449005995034,IOBA01P8H9O,Noida,Uttar Pradesh,2024-03-22,Active,Low,info@riverside.com,+918369803478,30,2025-01-09
VEN-100552,Skyline Enterprises Pvt Ltd,Goods Supplier,24BFJGX1151B3Z9,BFJGX1151B,73807008463075,KKBK0I85W3E,Ahmedabad,Gujarat,2018-10-06,Active,Low,accounts@skylinesupplies.in,+918994795948,15,2025-03-31
VEN-100553,Unity Distributors Pvt Ltd,Goods Supplier,29KGVKU1064L9ZB,KGVKU1064L,298619188270,PUNB0FY3SQ6,Bengaluru,Karnataka,2020-12-10,Active,Low,accounts@unitysupplies.in,+919765475235,30,2025-11-17
VEN-100554,Xenon Builders LLP,Contractor,07RJNST7947W4Z4,RJNST7947W,619415388691740122,SBIN0MU8N59,Delhi,Delhi,2020-09-24,Blacklisted,High,info@xenon.com,+917987099577,45,2024-11-08
VEN-100555,Shreeji Constructions Pvt Ltd,Contractor,27FBYSF1748E2ZF,FBYSF1748E,7071030216837284,AXIS0ELL8RO,Mumbai,Maharashtra,2021-05-10,Active,Low,info@shreeji.com,+916436817517,30,2026-07-09
VEN-100556,Vertex InfoTech Pvt Ltd,IT Vendor,29DCWYK0048N7ZT,DCWYK0048N,379053332726,UTIB0YE7BRP,Bengaluru,Karnataka,2019-12-06,Active,Low,info@vertex.com,+919118348092,60,2025-05-21
VEN-100557,Prime Freight Services,Logistics Partner,07DRWQY5499T2ZQ,DRWQY5499T,67976532588792,UTIB0Z6D2J8,Delhi,Delhi,2019-02-19,Suspended,Low,info@prime.com,+917073640928,60,2026-02-04
VEN-100558,Metrocorp Freight Services,Logistics Partner,33UKSSZ7993G6ZF,UKSSZ7993G,348395590220335959,BARB0XB3CRL,Chennai,Tamil Nadu,2020-01-31,Active,Low,info@metrocorp.com,+919182491379,30,2026-01-30
VEN-100559,Maruti Industrial Supplies Pvt Ltd,Goods Supplier,06YQPGX9833J4Z3,YQPGX9833J,527296056198911350,CNRB0A5DYAW,Gurugram,Haryana,2020-11-01,Active,Low,accounts@marutisupplies.in,+919046168057,15,2025-06-01
VEN-100560,Wave Distributors Pvt Ltd,Goods Supplier,33PKIEM1960Y6Z9,PKIEM1960Y,909366001811336910,IOBA08KSR7E,Chennai,Tamil Nadu,2023-06-27,Active,Low,accounts@wavesupplies.in,+916116317176,30,2026-05-12
VEN-100561,Quantum Systems Pvt Ltd,IT Vendor,19ZJXRF2167O4ZC,ZJXRF2167O,03468872245940,HDFC0JGIEHY,Kolkata,West Bengal,2023-11-21,Inactive,Low,info@quantum.com,+916041069929,45,2024-02-22
VEN-100562,Zenith InfoTech Pvt Ltd,IT Vendor,09TNGKF4219G3Z9,TNGKF4219G,95672939857668,SBIN0QC26VZ,Noida,Uttar Pradesh,2020-02-01,Active,Medium,info@zenith.com,+917867828103,60,2025-10-10
VEN-100563,Jaya Industrial Supplies Pvt Ltd,Goods Supplier,33IWYUQ3062M3ZP,IWYUQ3062M,523576332432,ICIC0SXNDFP,Chennai,Tamil Nadu,2021-03-05,Active,Low,accounts@jayasupplies.in,+918409075235,30,2025-07-09
VEN-100564,Shreeji Trading Co,Goods Supplier,27EZRBW4161C4ZF,EZRBW4161C,964540940482791437,UTIB0YPYJHJ,Mumbai,Maharashtra,2022-09-18,Active,Low,accounts@shreejisupplies.in,+918266330575,30,2025-08-27
VEN-100565,Om Sai Trading Co,Goods Supplier,27BVUMJ9549P1Z3,BVUMJ9549P,194357424439,KKBK0TDCO1U,Mumbai,Maharashtra,2020-04-12,Active,Low,accounts@omsaisupplies.in,+917407956941,45,2026-01-02
VEN-100566,Sagar Trading Co,Goods Supplier,29BJMAJ1546N5ZF,BJMAJ1546N,869655339442,AXIS0RVXA7P,Bengaluru,Karnataka,2024-09-17,Active,Low,accounts@sagarsupplies.in,+917727824288,30,2026-06-23
VEN-100567,Northgate Systems Pvt Ltd,IT Vendor,27BIKPM9965Y9ZH,BIKPM9965Y,210851614038,CNRB0CAPECS,Mumbai,Maharashtra,2022-05-12,Active,Low,info@northgate.com,+916358307200,15,2025-12-31
VEN-100568,Bharat Trading Co,Goods Supplier,19LWWNP1568A9ZR,LWWNP1568A,969232233025,AXIS017W6EX,Kolkata,West Bengal,2023-03-10,Inactive,Low,accounts@bharatsupplies.in,+919222136747,45,2024-09-13
VEN-100569,Om Sai Softwares Pvt Ltd,IT Vendor,19XOHTY1806P8ZI,XOHTY1806P,410231573015,IOBA0FCGCVX,Kolkata,West Bengal,2019-02-16,Active,High,info@omsai.com,+917003512001,30,2026-03-28
VEN-100570,Bharat Distributors Pvt Ltd,Goods Supplier,19JVLLU6382X1ZB,JVLLU6382X,6209975242279112,ICIC0YSTSX0,Kolkata,West Bengal,2018-11-30,Suspended,High,accounts@bharatsupplies.in,+917280879284,60,2025-04-15
VEN-100571,Yamuna InfoTech Pvt Ltd,IT Vendor,29GCUPW9035R8Z9,GCUPW9035R,638015856372257946,UTIB0KXS33Z,Bengaluru,Karnataka,2020-07-26,Suspended,Low,info@yamuna.com,+918958709908,15,2026-05-12
VEN-100572,Om Sai Trading Co,Goods Supplier,36JPQGJ5781D3ZB,JPQGJ5781D,99725108111662,KKBK0U67QOT,Hyderabad,Telangana,2019-08-17,Active,Low,accounts@omsaisupplies.in,+916384590480,30,2026-01-22
VEN-100573,Southbridge Softwares Pvt Ltd,IT Vendor,27TIULG7146F6ZQ,TIULG7146F,24431950035160,AXIS0KX5A2X,Mumbai,Maharashtra,2025-04-20,Active,Low,info@southbridge.com,+918365226861,45,2025-09-18
VEN-100574,Falcon Contractors & Builders,Contractor,29BRQAR3172R1Z2,BRQAR3172R,5828061191075913,SBIN0VJJZA0,Bengaluru,Karnataka,2023-08-13,Active,Low,info@falcon.com,+916397860355,15,2026-03-29
